symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,4/25/2002,0.4788,0.4697,0.4742,1272,2369,3641,37761,38585,
AA,4/25/2002,0.3266,0.3507,0.3386,6217,1397,7614,63139,29650,
AAI,4/25/2002,0.7211,0.7211,0.7211,11,0,11,4903,178,
AAPL,4/25/2002,0.4168,0.3659,0.3913,3295,2527,5822,109766,61389,
ABC,4/25/2002,0.2539,0.2297,0.2418,1229,401,1630,9059,4585,
ABF,4/25/2002,0.6636,0.6457,0.6546,10,0,10,6668,10282,
ABGX,4/25/2002,0.8612,0.7601,0.8106,1081,94,1175,8755,9669,
ABI,4/25/2002,0.5395,0.5290,0.5342,261,320,581,7037,5437,
ABK,4/25/2002,0.2754,0.2696,0.2725,1,0,1,1116,3236,
ABMD,4/25/2002,0.7792,0.7709,0.7750,3,80,83,4773,1496,
ABN,4/25/2002,0.2412,0.3459,0.2936,0,13,13,99,114,
ABS,4/25/2002,0.2364,0.2235,0.2300,99,80,179,8287,3993,
ABT,4/25/2002,0.2793,0.2373,0.2583,1256,592,1848,100222,55249,
ABV,4/25/2002,0.3076,0.3050,0.3063,0,0,0,0,4,
ABX,4/25/2002,0.3487,0.3596,0.3541,4095,535,4630,67573,26758,
ABY,4/25/2002,0.1197,0.1197,0.1197,0,0,0,575,138,
AC,4/25/2002,0.2362,0.2509,0.2436,131,257,388,2927,907,
ACAI,4/25/2002,0.6499,0.6483,0.6491,17,45,62,299,303,
ACAM,4/25/2002,0.3749,0.4102,0.3926,40,45,85,157,81,
ACAS,4/25/2002,0.2425,0.2766,0.2596,20,20,40,2151,879,
ACDO,4/25/2002,0.4118,0.4864,0.4491,124,218,342,2813,2127,
ACE,4/25/2002,0.3443,0.3634,0.3538,310,159,469,8254,7552,
ACF,4/25/2002,0.4516,0.4933,0.4724,1086,1879,2965,33379,46875,
ACI,4/25/2002,0.3831,0.3857,0.3844,36,20,56,819,521,
ACLA,4/25/2002,0.0000,0.0000,0.0000,0,0,0,90,0,
ACLS,4/25/2002,0.5716,0.5335,0.5526,58,0,58,2299,1810,
ACN,4/25/2002,0.5785,0.5929,0.5857,120,1105,1225,3792,13057,
ACPW,4/25/2002,0.7290,0.7290,0.7290,0,0,0,983,1749,
ACRI,4/25/2002,0.6779,0.6794,0.6786,10,0,10,1575,518,
ACRT,4/25/2002,1.0742,0.9905,1.0324,216,130,346,3851,2232,
ACS,4/25/2002,0.3831,0.3781,0.3806,1733,402,2135,13430,25613,
ACTL,4/25/2002,0.3869,0.3941,0.3905,120,219,339,544,1005,
ACTR,4/25/2002,0.0000,0.0000,0.0000,0,0,0,46,66,
ACTU,4/25/2002,0.4269,0.4317,0.4293,0,0,0,535,757,
ACXM,4/25/2002,0.5172,0.5165,0.5168,0,0,0,1469,3349,
ADBE,4/25/2002,0.5403,0.5080,0.5242,1253,1903,3156,39986,25528,
ADCT,4/25/2002,0.9475,0.9475,0.9475,607,100,707,65584,14946,
ADEX,4/25/2002,0.5967,0.5688,0.5828,0,0,0,137,105,
ADI,4/25/2002,0.5883,0.5649,0.5766,1829,671,2500,36177,21260,
ADIC,4/25/2002,0.7064,0.5997,0.6530,52,4,56,2696,1763,
ADLR,4/25/2002,0.7098,0.6389,0.6744,297,2,299,2845,660,
ADM,4/25/2002,0.2953,0.2940,0.2946,247,139,386,6836,2104,
ADP,4/25/2002,0.3344,0.2726,0.3035,57,58,115,17635,10219,
ADPT,4/25/2002,0.6827,0.6259,0.6543,280,150,430,9500,5326,
ADRX,4/25/2002,0.8730,0.8555,0.8642,2493,1750,4243,73977,22838,
ADSK,4/25/2002,0.5891,0.5758,0.5824,94,12,106,6597,912,
ADTK,4/25/2002,0.0000,0.0000,0.0000,0,0,0,80,14,
ADTN,4/25/2002,0.4381,0.4085,0.4233,50,0,50,2946,258,
ADVNA,4/25/2002,0.3540,0.3610,0.3575,0,0,0,354,81,
ADVNB,4/25/2002,0.2762,0.3677,0.3220,0,0,0,997,290,
ADVP,4/25/2002,0.4223,0.3863,0.4043,547,44,591,9535,2456,
ADVS,4/25/2002,0.5243,0.4720,0.4982,37,9,46,3543,1680,
AEE,4/25/2002,0.1653,0.1806,0.1730,38,0,38,1387,663,
AEG,4/25/2002,0.2951,0.2515,0.2733,0,0,0,766,663,
AEIS,4/25/2002,0.5541,0.5573,0.5557,65,8,73,2237,2104,
AEM,4/25/2002,0.4828,0.5187,0.5008,1314,187,1501,12557,4987,
AEOS,4/25/2002,0.4796,0.5680,0.5238,74,48,122,4143,4144,
AEP,4/25/2002,0.2517,0.2548,0.2532,76,245,321,3840,4581,
AES,4/25/2002,0.9221,1.2456,1.0838,724,6267,6991,120885,82627,
AET,4/25/2002,0.3335,0.3115,0.3225,6552,3097,9649,45375,13843,
AETH,4/25/2002,1.0842,1.0357,1.0600,221,0,221,7089,2818,
AFC,4/25/2002,0.2202,0.2388,0.2295,0,20,20,664,233,
AFCI,4/25/2002,0.5330,0.4869,0.5100,311,5,316,5378,7105,
AFFX,4/25/2002,0.6932,0.6298,0.6615,1429,1033,2462,14844,6913,
AFG,4/25/2002,0.2607,0.2530,0.2568,0,0,0,329,220,
AFL,4/25/2002,0.3325,0.2634,0.2980,123,0,123,13746,5188,
AG,4/25/2002,0.4448,0.4947,0.4698,12,14,26,3810,697,
AGE,4/25/2002,0.3660,0.3705,0.3682,311,361,672,12777,6003,
AGEN,4/25/2002,0.5515,0.5996,0.5756,75,19,94,1238,548,
