symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,2/19/2002,0.5045,0.4919,0.4982,372,2895,3267,25539,19667,
AA,2/19/2002,0.3582,0.3258,0.3420,1856,1440,3296,40479,26207,
AAI,2/19/2002,0.5654,0.5732,0.5693,5,0,5,5732,451,
AAPL,2/19/2002,0.5064,0.4887,0.4976,2426,1471,3897,122444,63909,
ABF,2/19/2002,0.3934,0.4008,0.3971,39,33,72,2105,1422,
ABGX,2/19/2002,0.8852,0.9075,0.8964,621,704,1325,4989,4519,
ABI,2/19/2002,0.6142,0.6370,0.6256,66,132,198,19265,5649,
ABK,2/19/2002,0.3111,0.2920,0.3016,0,29,29,583,1235,
ABMD,2/19/2002,0.7567,0.7276,0.7422,564,92,656,2921,2199,
ABN,2/19/2002,0.2892,0.2578,0.2735,0,4,4,712,2178,
ABS,2/19/2002,0.3127,0.3026,0.3076,260,207,467,7104,7944,
ABT,2/19/2002,0.2087,0.2095,0.2091,2368,741,3109,77950,36475,
ABX,2/19/2002,0.4544,0.3847,0.4196,2715,714,3429,61395,29591,
ABY,2/19/2002,0.3696,0.3696,0.3696,14,3,17,687,334,
AC,2/19/2002,0.3400,0.3160,0.3280,151,10,161,5755,5136,
ACAI,2/19/2002,0.5243,0.5240,0.5242,40,5,45,347,223,
ACAS,2/19/2002,0.3456,0.2930,0.3193,305,55,360,1141,763,
ACDO,2/19/2002,0.5321,0.5119,0.5220,155,41,196,1577,1171,
ACF,2/19/2002,0.9457,0.9386,0.9422,2065,579,2644,18656,30588,
ACI,2/19/2002,0.4638,0.4810,0.4724,168,15,183,969,546,
ACLA,2/19/2002,0.6974,0.7137,0.7056,0,0,0,344,83,
ACLS,2/19/2002,0.6600,0.7111,0.6856,20,0,20,2022,1667,
ACPW,2/19/2002,0.6904,0.7629,0.7266,50,0,50,1657,2056,
ACRI,2/19/2002,0.9627,0.5271,0.7449,20,0,20,633,338,
ACS,2/19/2002,0.4482,0.4339,0.4410,299,247,546,8485,6648,
