symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,3/4/2002,0.4084,0.4113,0.4098,3764,3384,7148,42605,26089,
AA,3/4/2002,0.3030,0.3375,0.3203,6963,1693,8656,57059,35932,
AAI,3/4/2002,0.5336,0.5607,0.5472,6,20,26,5825,446,
AAPL,3/4/2002,0.4688,0.4544,0.4616,4458,1711,6169,135218,86590,
ABF,3/4/2002,0.3981,0.4872,0.4426,92,0,92,2490,1513,
ABGX,3/4/2002,0.8661,0.8498,0.8580,315,61,376,7613,8528,
ABI,3/4/2002,0.6963,0.6530,0.6746,263,50,313,20322,6042,
ABK,3/4/2002,0.2631,0.2665,0.2648,303,49,352,757,1757,
ABMD,3/4/2002,1.0300,0.8412,0.9356,852,5,857,4277,1828,
ABN,3/4/2002,0.2703,0.2386,0.2544,0,0,0,714,2195,
ABS,3/4/2002,0.3105,0.3404,0.3254,718,30,748,8737,10496,
ABT,3/4/2002,0.2210,0.2838,0.2524,573,189,762,85153,40670,
ABX,3/4/2002,0.4476,0.5055,0.4766,3371,457,3828,65124,32013,
ABY,3/4/2002,0.5408,0.5408,0.5408,0,0,0,739,351,
AC,3/4/2002,0.2866,0.2772,0.2819,142,20,162,6089,5195,
ACAI,3/4/2002,0.5305,0.5364,0.5334,27,5,32,383,244,
ACAS,3/4/2002,0.2802,0.2766,0.2784,43,0,43,1970,742,
ACDO,3/4/2002,0.4610,0.4425,0.4518,89,5,94,2218,1271,
ACF,3/4/2002,0.9844,0.9265,0.9554,7287,2760,10047,28566,29871,
ACI,3/4/2002,0.4150,0.3911,0.4030,16,15,31,1355,626,
ACLA,3/4/2002,1.1762,0.8461,1.0112,0,0,0,363,83,
ACLS,3/4/2002,0.6116,0.5848,0.5982,363,96,459,2482,1734,
ACPW,3/4/2002,0.6815,0.5061,0.5938,0,0,0,1737,2041,
ACRI,3/4/2002,1.0528,0.8311,0.9420,93,3,96,944,429,
ACS,3/4/2002,0.4650,0.3729,0.4190,716,1642,2358,19389,28309,
ACTL,3/4/2002,0.5264,0.4631,0.4948,7,0,7,593,1468,
ACTR,3/4/2002,0.0000,0.0000,0.0000,1,0,1,1239,220,
ACTU,3/4/2002,0.8897,0.8897,0.8897,25,16,41,474,927,
ACXM,3/4/2002,0.6383,0.6192,0.6287,147,10,157,1372,3196,
ADBE,3/4/2002,0.5068,0.5256,0.5162,4259,4510,8769,41512,24994,
ADCT,3/4/2002,1.2584,1.2565,1.2574,1150,70,1220,74413,90022,
ADEX,3/4/2002,0.6316,0.6671,0.6494,50,0,50,130,105,
ADI,3/4/2002,0.5787,0.5329,0.5558,5588,1613,7201,61858,32039,
ADIC,3/4/2002,0.8364,0.5963,0.7164,497,85,582,4967,1727,
ADLAC,3/4/2002,0.7413,0.7562,0.7488,331,66,397,23013,19130,
ADM,3/4/2002,0.3660,0.4162,0.3911,23,13,36,7313,3739,
ADP,3/4/2002,0.2851,0.2973,0.2912,618,214,832,17768,8097,
ADPT,3/4/2002,0.7880,0.6701,0.7290,392,107,499,17201,5309,
ADRX,3/4/2002,0.8454,0.8073,0.8264,6007,949,6956,61326,32170,
ADSK,3/4/2002,0.4004,0.4035,0.4020,487,34,521,4204,1248,
ADTN,3/4/2002,0.5116,0.4874,0.4995,13,3,16,1849,299,
ADVNA,3/4/2002,0.4103,0.4272,0.4188,0,0,0,397,63,
ADVNB,3/4/2002,0.4800,0.4144,0.4472,40,0,40,168,110,
ADVP,3/4/2002,0.5055,0.4564,0.4810,148,54,202,16066,5252,
ADVS,3/4/2002,0.4398,0.4713,0.4556,1368,384,1752,1160,1100,
AEE,3/4/2002,0.2024,0.1972,0.1998,30,1,31,1600,551,
AEG,3/4/2002,0.3633,0.3260,0.3446,43,0,43,1995,820,
