symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,5/15/2002,0.5318,0.4866,0.5092,5694,2170,7864,42030,49282,
AA,5/15/2002,0.2612,0.2354,0.2483,3027,2548,5575,75380,35202,
AAI,5/15/2002,0.4835,0.4836,0.4836,40,0,40,5055,318,
AAPL,5/15/2002,0.3370,0.3514,0.3442,1978,754,2732,118885,73121,
ABC,5/15/2002,0.2978,0.3026,0.3002,3350,209,3559,12056,6536,
ABF,5/15/2002,0.4145,0.3854,0.4000,124,84,208,6991,11141,
ABGX,5/15/2002,0.8859,0.8586,0.8722,1085,689,1774,10568,10114,
ABI,5/15/2002,0.5847,0.5682,0.5764,46,43,89,7485,4340,
ABK,5/15/2002,0.2533,0.2290,0.2412,13,0,13,1279,3569,
ABMD,5/15/2002,1.1170,0.7598,0.9384,16,0,16,5245,1253,
ABN,5/15/2002,0.2437,0.2238,0.2338,0,0,0,104,183,
ABS,5/15/2002,0.2994,0.3533,0.3264,372,1297,1669,11907,13005,
ABT,5/15/2002,0.3177,0.3314,0.3246,13123,14047,27170,98756,63807,
ABV,5/15/2002,0.3161,0.3320,0.3240,0,0,0,27,4,
ABX,5/15/2002,0.3793,0.4236,0.4014,1501,219,1720,86036,36599,
ABY,5/15/2002,0.3967,0.3976,0.3972,0,0,0,612,128,
AC,5/15/2002,0.2580,0.2351,0.2466,74,21,95,3321,1716,
ACAI,5/15/2002,0.5331,0.5042,0.5187,0,0,0,497,375,
ACAM,5/15/2002,0.6104,0.6792,0.6448,0,2,2,151,73,
ACAS,5/15/2002,0.1955,0.2570,0.2262,12,0,12,2169,1068,
ACDO,5/15/2002,0.5390,0.5578,0.5484,513,72,585,4350,3623,
ACE,5/15/2002,0.4565,0.4183,0.4374,1115,25,1140,10526,11036,
ACF,5/15/2002,0.6977,0.6857,0.6917,490,389,879,45999,58432,
ACI,5/15/2002,0.3584,0.3778,0.3681,0,0,0,828,766,
ACLA,5/15/2002,0.0000,0.0000,0.0000,0,0,0,60,0,
ACLS,5/15/2002,0.5317,0.6161,0.5739,211,3,214,2630,1787,
ACN,5/15/2002,0.5631,0.5849,0.5740,39,179,218,4309,12232,
ACPW,5/15/2002,0.8485,0.8485,0.8485,0,3,3,938,1745,
ACRI,5/15/2002,0.6262,0.6225,0.6244,0,70,70,1738,520,
ACRT,5/15/2002,0.8787,0.8013,0.8400,82,80,162,4120,2420,
ACS,5/15/2002,0.3825,0.3729,0.3777,489,181,670,16363,26454,
ACTL,5/15/2002,0.4019,0.4303,0.4161,28,13,41,1065,1499,
ACTU,5/15/2002,0.6433,0.6352,0.6392,6,0,6,527,674,
ACXM,5/15/2002,0.5841,0.5819,0.5830,358,120,478,1811,3519,
ADBE,5/15/2002,0.5222,0.5129,0.5176,1202,827,2029,47017,30287,
