symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,6/14/2002,0.0000,0.0000,0.0000,0,0,0,1088,0,
AA,6/14/2002,0.0000,0.0000,0.0000,0,0,0,70,0,
AAPL,6/14/2002,0.0000,0.0000,0.0000,2859,5778,8637,224985,231046,
ABC,6/14/2002,0.0000,0.0000,0.0000,0,0,0,25,0,
ABF,6/14/2002,0.0000,0.0000,0.0000,0,0,0,428,0,
ABGX,6/14/2002,0.0000,0.0000,0.0000,0,0,0,195,0,
ABI,6/14/2002,0.0000,0.0000,0.0000,0,0,0,272,0,
ABK,6/14/2002,0.0000,0.0000,0.0000,0,0,0,8,0,
ABMD,6/14/2002,0.0000,0.0000,0.0000,0,0,0,0,0,
ABS,6/14/2002,0.0000,0.0000,0.0000,0,0,0,5,0,
ABT,6/14/2002,0.0000,0.0000,0.0000,0,0,0,1342,0,
ABX,6/14/2002,0.0000,0.0000,0.0000,0,0,0,194,0,
AC,6/14/2002,0.0000,0.0000,0.0000,0,0,0,16,0,
ACAS,6/14/2002,0.0000,0.0000,0.0000,0,0,0,30,0,
ACDO,6/14/2002,0.0000,0.0000,0.0000,0,0,0,117,0,
ACE,6/14/2002,0.0000,0.0000,0.0000,0,0,0,1040,0,
ACF,6/14/2002,0.0000,0.0000,0.0000,0,0,0,97,0,
ACLS,6/14/2002,0.0000,0.0000,0.0000,0,0,0,0,0,
ACN,6/14/2002,0.0000,0.0000,0.0000,0,0,0,708,0,
ACRT,6/14/2002,0.0000,0.0000,0.0000,0,0,0,0,0,
ACS,6/14/2002,0.0000,0.0000,0.0000,0,0,0,0,0,
ACXM,6/14/2002,0.0000,0.0000,0.0000,0,0,0,0,0,
ADBE,6/14/2002,0.0000,0.0000,0.0000,0,0,0,122,0,
ADCT,6/14/2002,0.0000,0.0000,0.0000,0,0,0,28,0,
ADI,6/14/2002,0.0000,0.0000,0.0000,0,0,0,50,0,
ADLR,6/14/2002,0.0000,0.0000,0.0000,0,0,0,75,0,
ADM,6/14/2002,0.0000,0.0000,0.0000,0,0,0,0,0,
ADP,6/14/2002,0.0000,0.0000,0.0000,0,0,0,84,0,
ADPT,6/14/2002,0.0000,0.0000,0.0000,0,0,0,7,0,
ADRX,6/14/2002,0.0000,0.0000,0.0000,0,0,0,90,0,
ADTN,6/14/2002,0.0000,0.0000,0.0000,0,0,0,0,0,
ADVP,6/14/2002,0.0000,0.0000,0.0000,0,0,0,0,0,
ADVS,6/14/2002,0.0000,0.0000,0.0000,0,0,0,0,0,
AEIS,6/14/2002,0.0000,0.0000,0.0000,0,0,0,0,0,
AEM,6/14/2002,0.0000,0.0000,0.0000,0,0,0,184,0,
AEOS,6/14/2002,0.0000,0.0000,0.0000,0,0,0,385,0,
AEP,6/14/2002,0.0000,0.0000,0.0000,0,0,0,1079,0,
AES,6/14/2002,0.0000,0.0000,0.0000,0,0,0,32,0,
AET,6/14/2002,0.0000,0.0000,0.0000,0,0,0,363,0,
AETH,6/14/2002,0.0000,0.0000,0.0000,0,0,0,541,0,
