symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,2/15/2002,0.4843,0.4827,0.4835,631,384,1015,34298,25946,
AA,2/15/2002,0.3297,0.3289,0.3293,4620,258,4878,42589,29725,
AAI,2/15/2002,0.5896,0.5862,0.5879,74,5,79,5963,446,
AAPL,2/15/2002,0.4727,0.4710,0.4718,7026,765,7791,135449,69476,
ABF,2/15/2002,0.3437,0.4135,0.3786,104,1522,1626,5804,1706,
ABGX,2/15/2002,0.7910,0.7598,0.7754,58,69,127,6351,6809,
ABI,2/15/2002,0.5921,0.6142,0.6032,327,223,550,21976,6326,
ABK,2/15/2002,0.2738,0.2794,0.2766,41,60,101,1396,1405,
ABMD,2/15/2002,0.7362,0.6610,0.6986,3,50,53,3280,2335,
ABN,2/15/2002,0.2668,0.2572,0.2620,0,0,0,735,2198,
ABS,2/15/2002,0.3067,0.3138,0.3103,32,48,80,10018,8914,
ABT,2/15/2002,0.1877,0.2118,0.1997,15183,1719,16902,89312,44651,
ABX,2/15/2002,0.3845,0.3997,0.3921,3837,715,4552,69849,27001,
ABY,2/15/2002,0.3456,0.3456,0.3456,39,2,41,733,366,
AC,2/15/2002,0.2994,0.3020,0.3007,57,53,110,5921,5301,
ACAI,2/15/2002,0.5288,0.5344,0.5316,254,0,254,555,352,
ACAS,2/15/2002,0.2736,0.4072,0.3404,28,0,28,2122,1233,
ACDO,2/15/2002,0.4954,0.5041,0.4998,120,57,177,2164,1712,
ACF,2/15/2002,1.0300,1.0627,1.0463,2122,12951,15073,37222,48223,
ACI,2/15/2002,0.4078,0.4776,0.4427,22,20,42,1172,608,
ACLA,2/15/2002,0.7685,0.7618,0.7652,0,0,0,344,103,
ACLS,2/15/2002,0.6979,0.7116,0.7048,194,33,227,3763,1798,
ACPW,2/15/2002,0.7612,0.7434,0.7523,1,0,1,1872,2656,
ACRI,2/15/2002,0.6895,0.8179,0.7537,0,20,20,1767,554,
ACS,2/15/2002,0.4344,0.4373,0.4358,479,403,882,11261,11846,
ACTL,2/15/2002,0.4551,0.5097,0.4824,192,0,192,417,1538,
ACTN,2/15/2002,0.6181,0.6194,0.6187,33,13,46,761,1346,
