symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,4/4/2002,0.4515,0.4333,0.4424,423,391,814,39712,41049,
AA,4/4/2002,0.4048,0.3941,0.3994,19382,3353,22735,75320,50603,
AAI,4/4/2002,0.7529,0.7529,0.7529,0,0,0,5779,511,
AAPL,4/4/2002,0.4684,0.4078,0.4381,2828,884,3712,138599,88768,
ABC,4/4/2002,0.2917,0.2982,0.2950,149,450,599,8816,4985,
ABF,4/4/2002,0.5162,0.5521,0.5342,10,3,13,6916,13688,
ABGX,4/4/2002,0.7925,0.7660,0.7792,393,342,735,9395,7617,
ABI,4/4/2002,0.5134,0.5151,0.5142,106,14,120,5185,5414,
ABK,4/4/2002,0.2986,0.3071,0.3028,6,0,6,1210,2741,
ABMD,4/4/2002,0.8290,0.8353,0.8322,10,3,13,3847,1017,
ABN,4/4/2002,0.2861,0.2897,0.2879,0,0,0,761,2185,
ABS,4/4/2002,0.2120,0.2595,0.2358,107,113,220,9048,4949,
ABT,4/4/2002,0.3239,0.3348,0.3294,2727,666,3393,102496,59840,
ABV,4/4/2002,0.3617,0.3317,0.3467,0,0,0,2,4,
ABX,4/4/2002,0.4060,0.4294,0.4177,622,259,881,81831,34500,
ABY,4/4/2002,0.5115,0.5115,0.5115,20,0,20,587,406,
AC,4/4/2002,0.2713,0.2747,0.2730,43,1,44,6782,4828,
ACAI,4/4/2002,0.5962,0.5653,0.5808,3,1,4,289,333,
ACAM,4/4/2002,0.5427,0.5308,0.5368,0,0,0,155,120,
ACAS,4/4/2002,0.2358,0.2663,0.2510,5,5,10,2110,731,
ACDO,4/4/2002,0.3961,0.3825,0.3893,50,21,71,3145,1978,
ACE,4/4/2002,0.3141,0.3561,0.3351,208,27,235,5112,5141,
ACF,4/4/2002,0.5917,0.5983,0.5950,1329,1645,2974,41528,38952,
ACI,4/4/2002,0.3785,0.3914,0.3850,29,100,129,1427,1271,
ACLA,4/4/2002,0.0000,0.0000,0.0000,0,0,0,370,113,
ACLS,4/4/2002,0.5903,0.5896,0.5900,0,0,0,3299,1939,
ACN,4/4/2002,0.5161,0.5029,0.5095,407,280,687,6993,8853,
ACPW,4/4/2002,0.7043,0.7043,0.7043,0,0,0,1923,2574,
ACRI,4/4/2002,0.6567,0.6153,0.6360,20,0,20,1542,549,
ACRT,4/4/2002,0.9205,0.8327,0.8766,23,3,26,3435,1059,
ACS,4/4/2002,0.3676,0.3394,0.3535,746,316,1062,21523,31952,
ACTL,4/4/2002,0.3927,0.4119,0.4023,0,0,0,416,1236,
ACTR,4/4/2002,0.0000,0.0000,0.0000,0,0,0,1239,162,
ACTU,4/4/2002,0.8326,0.7814,0.8070,25,0,25,704,787,
ACXM,4/4/2002,0.6032,0.5421,0.5726,70,0,70,1422,3377,
ADBE,4/4/2002,0.5345,0.4776,0.5060,847,1049,1896,45448,25741,
ADCT,4/4/2002,1.0370,1.0758,1.0564,770,130,900,78497,90602,
ADEX,4/4/2002,0.5360,0.5752,0.5556,0,0,0,127,105,
ADI,4/4/2002,0.5086,0.4847,0.4966,3272,288,3560,40718,22780,
ADIC,4/4/2002,0.6326,0.5530,0.5928,0,0,0,2946,1284,
ADLAC,4/4/2002,1.3815,1.2956,1.3386,17995,13974,31969,66009,64767,
ADLR,4/4/2002,0.7117,0.7141,0.7129,45,34,79,3727,572,
ADM,4/4/2002,0.2780,0.2472,0.2626,41,50,91,5376,1978,
ADP,4/4/2002,0.2624,0.2532,0.2578,678,402,1080,21239,11060,
ADPT,4/4/2002,0.5737,0.8009,0.6873,194,33,227,12046,5856,
ADRX,4/4/2002,0.7363,0.7351,0.7357,9829,2411,12240,49414,33705,
ADSK,4/4/2002,0.4281,0.4375,0.4328,99,7,106,4503,1088,
ADTK,4/4/2002,0.0000,0.0000,0.0000,0,0,0,189,134,
ADTN,4/4/2002,0.4596,0.4596,0.4596,75,25,100,3025,296,
ADVNA,4/4/2002,0.2566,0.2492,0.2529,10,0,10,465,79,
ADVNB,4/4/2002,0.2494,0.3423,0.2958,50,0,50,634,120,
ADVP,4/4/2002,0.4865,0.4218,0.4542,632,70,702,9218,4876,
ADVS,4/4/2002,0.5619,0.5134,0.5376,54,87,141,3546,2267,
AEE,4/4/2002,0.1806,0.1745,0.1775,0,0,0,790,313,
AEG,4/4/2002,0.2762,0.3588,0.3175,8,0,8,2326,792,
AEIS,4/4/2002,0.6136,0.5998,0.6067,25,1,26,2372,2551,
AEM,4/4/2002,0.5003,0.4890,0.4946,334,525,859,12401,4938,
AEOS,4/4/2002,0.5665,0.6008,0.5836,330,66,396,8507,5747,
AEP,4/4/2002,0.1776,0.2113,0.1945,53,17,70,3785,2633,
AES,4/4/2002,0.7529,0.8536,0.8032,547,301,848,124966,82650,
AET,4/4/2002,0.3753,0.3788,0.3770,1011,61,1072,50284,16997,
AETH,4/4/2002,1.0270,1.0270,1.0270,52,18,70,7880,2919,
AFC,4/4/2002,0.2465,0.2447,0.2456,0,0,0,685,404,
AFCI,4/4/2002,0.5037,0.4953,0.4995,57,35,92,17441,6695,
AFFX,4/4/2002,0.7894,0.7633,0.7764,569,577,1146,12984,5748,
AFG,4/4/2002,0.3216,0.3216,0.3216,17,0,17,226,230,
AFL,4/4/2002,0.2719,0.2593,0.2656,52,7,59,13964,4841,
AG,4/4/2002,0.4092,0.4595,0.4344,7,22,29,1943,807,
AGE,4/4/2002,0.2880,0.3011,0.2946,118,148,266,13407,5947,
AGEN,4/4/2002,0.5673,0.5534,0.5604,40,10,50,2883,596,
AGIL,4/4/2002,1.1151,1.0529,1.0840,97,0,97,2681,2337,
AGN,4/4/2002,0.3558,0.3563,0.3560,644,368,1012,12630,3118,
AGU,4/4/2002,0.2988,0.3045,0.3016,0,0,0,110,6184,
AGY,4/4/2002,0.3385,0.3722,0.3554,16,10,26,2983,679,
AH,4/4/2002,0.4780,0.4189,0.4484,6,0,6,2973,1063,
AHAA,4/4/2002,0.8358,0.7607,0.7982,669,702,1371,2894,1942,
AHC,4/4/2002,0.2738,0.2639,0.2689,605,2828,3433,11293,10301,
AHG,4/4/2002,0.3244,0.3101,0.3173,10,20,30,1062,555,
AHO,4/4/2002,0.2757,0.2643,0.2700,1,32,33,610,1255,
AHR,4/4/2002,0.3256,0.3256,0.3256,0,0,0,801,172,
