symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,3/21/2002,0.4868,0.3657,0.4262,510,363,873,35545,35826,
AA,3/21/2002,0.3091,0.3250,0.3170,2030,10182,12212,55777,39155,
AAI,3/21/2002,0.6326,0.6326,0.6326,57,0,57,5772,466,
AAPL,3/21/2002,0.4316,0.3807,0.4062,21152,3416,24568,131541,84528,
ABC,3/21/2002,0.2330,0.2904,0.2617,158,215,373,8561,4199,
ABF,3/21/2002,0.4467,0.4656,0.4562,1907,2491,4398,3501,9918,
ABGX,3/21/2002,0.7714,0.7232,0.7473,1097,37,1134,8100,7221,
ABI,3/21/2002,0.5061,0.5036,0.5048,102,110,212,4707,4925,
ABK,3/21/2002,0.3414,0.3034,0.3224,60,20,80,1048,2456,
ABMD,3/21/2002,0.7419,0.7693,0.7556,140,20,160,3588,972,
ABN,3/21/2002,0.2678,0.2686,0.2682,0,0,0,744,2105,
ABS,3/21/2002,0.2303,0.2349,0.2326,980,390,1370,7831,4736,
ABT,3/21/2002,0.2835,0.3343,0.3089,3334,1403,4737,93919,53219,
ABX,3/21/2002,0.4088,0.4190,0.4139,2332,518,2850,61109,32003,
ABY,3/21/2002,0.3834,0.3834,0.3834,0,0,0,550,381,
AC,3/21/2002,0.2531,0.2571,0.2551,28,14,42,6594,4802,
ACAI,3/21/2002,0.6484,0.6352,0.6418,12,15,27,288,312,
ACAS,3/21/2002,0.2337,0.2383,0.2360,0,0,0,2069,729,
ACDO,3/21/2002,0.4140,0.4143,0.4142,67,19,86,2335,1484,
ACE,3/21/2002,0.3196,0.4017,0.3607,313,2,315,5348,5711,
ACF,3/21/2002,0.5151,0.5357,0.5254,1050,1364,2414,34525,35310,
ACI,3/21/2002,0.3807,0.3763,0.3785,37,0,37,1514,697,
ACLA,3/21/2002,0.8552,0.6802,0.7677,0,0,0,370,113,
ACLS,3/21/2002,0.6165,0.5654,0.5910,54,12,66,3155,1936,
ACN,3/21/2002,0.4637,0.4938,0.4788,67,37,104,11302,8756,
ACPW,3/21/2002,0.8264,0.8535,0.8400,20,0,20,1939,2203,
ACRI,3/21/2002,0.7601,0.6345,0.6973,113,35,148,1704,464,
