symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,3/13/2002,0.5116,0.4320,0.4718,1315,1524,2839,47794,31420,
AA,3/13/2002,0.3284,0.3353,0.3318,357,840,1197,64377,38998,
AAI,3/13/2002,0.3846,0.3764,0.3805,0,0,0,5892,471,
AAPL,3/13/2002,0.4545,0.4216,0.4380,722,351,1073,138523,88327,
ABF,3/13/2002,0.3577,0.3423,0.3500,468,1840,2308,2842,1974,
ABGX,3/13/2002,0.7522,0.8446,0.7984,1155,1366,2521,9060,8651,
ABI,3/13/2002,0.5297,0.5294,0.5296,155,54,209,20667,6384,
ABK,3/13/2002,0.3046,0.3387,0.3216,39,16,55,1027,2173,
ABMD,3/13/2002,0.7270,0.8528,0.7899,0,10,10,5478,1957,
ABN,3/13/2002,0.2115,0.2574,0.2344,10,0,10,729,2205,
ABS,3/13/2002,0.2719,0.2766,0.2742,1682,205,1887,11605,10697,
ABT,3/13/2002,0.2254,0.2396,0.2325,1092,608,1700,89410,45655,
ABX,3/13/2002,0.4068,0.4308,0.4188,856,535,1391,68509,34779,
ABY,3/13/2002,0.3950,0.4016,0.3983,2,20,22,496,371,
AC,3/13/2002,0.2925,0.2476,0.2700,68,23,91,7151,5136,
ACAI,3/13/2002,0.6753,0.6900,0.6826,10,1,11,447,176,
ACAS,3/13/2002,0.2766,0.2069,0.2418,11,1,12,2035,863,
ACDO,3/13/2002,0.5155,0.4979,0.5067,193,91,284,2544,1460,
ACF,3/13/2002,0.7509,0.8613,0.8061,3411,1795,5206,45164,47053,
ACI,3/13/2002,0.3832,0.3450,0.3641,20,0,20,1528,669,
ACLA,3/13/2002,1.3814,1.0288,1.2051,0,0,0,391,83,
ACLS,3/13/2002,0.6261,0.6796,0.6528,46,10,56,3312,2202,
ACPW,3/13/2002,0.5838,0.5769,0.5803,10,0,10,1777,2244,
ACRI,3/13/2002,0.9219,0.7325,0.8272,11,0,11,1066,450,
ACS,3/13/2002,0.4531,0.3695,0.4113,515,117,632,23792,34245,
ACTL,3/13/2002,0.4414,0.4145,0.4280,0,0,0,577,1532,
ACTR,3/13/2002,0.0000,0.0000,0.0000,0,0,0,1239,225,
ACTU,3/13/2002,0.6629,0.6513,0.6571,30,0,30,688,1053,
ACXM,3/13/2002,0.6165,0.5756,0.5960,5,0,5,1516,3326,
ADBE,3/13/2002,0.5385,0.5385,0.5385,4036,1574,5610,45942,30524,
ADCT,3/13/2002,0.8865,0.8155,0.8510,576,52,628,79176,90248,
ADEX,3/13/2002,0.6540,0.5214,0.5877,0,0,0,110,105,
ADI,3/13/2002,0.5383,0.5420,0.5402,1034,1427,2461,64643,34022,
ADIC,3/13/2002,0.5669,0.5560,0.5614,24,55,79,5245,1831,
ADLAC,3/13/2002,0.6542,0.7219,0.6881,123,311,434,22729,24158,
ADM,3/13/2002,0.2613,0.2909,0.2761,43,367,410,7476,3921,
ADP,3/13/2002,0.2901,0.2822,0.2862,978,4578,5556,19190,9287,
ADPT,3/13/2002,0.6549,0.6532,0.6540,21,5,26,13137,4784,
ADRX,3/13/2002,0.8788,0.8618,0.8703,2641,2835,5476,59435,32436,
