symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,5/2/2002,0.5893,0.5551,0.5722,756,739,1495,40832,45483,
AA,5/2/2002,0.3644,0.3504,0.3574,1842,772,2614,69078,31534,
AAI,5/2/2002,0.7614,0.7614,0.7614,43,0,43,4940,318,
AAPL,5/2/2002,0.4549,0.3892,0.4220,560,159,719,110472,60822,
ABC,5/2/2002,0.2950,0.2696,0.2823,1130,180,1310,10530,5237,
ABF,5/2/2002,0.5961,0.5535,0.5748,56,67,123,7930,10589,
ABGX,5/2/2002,0.9319,0.9207,0.9263,1275,50,1325,9834,9687,
ABI,5/2/2002,0.5726,0.6035,0.5880,65,61,126,6984,5400,
ABK,5/2/2002,0.2564,0.2512,0.2538,13,5,18,1134,3144,
ABMD,5/2/2002,0.8111,0.9432,0.8772,3,0,3,5042,1523,
ABN,5/2/2002,0.2076,0.1710,0.1893,0,0,0,104,154,
ABS,5/2/2002,0.2487,0.2640,0.2564,210,1110,1320,8277,4852,
ABT,5/2/2002,0.2781,0.2561,0.2671,2697,5143,7840,103192,56318,
ABV,5/2/2002,0.2881,0.3086,0.2984,0,0,0,3,4,
ABX,5/2/2002,0.3979,0.3719,0.3849,5149,702,5851,74263,29480,
ABY,5/2/2002,0.3520,0.3581,0.3550,20,0,20,575,135,
AC,5/2/2002,0.2060,0.2724,0.2392,35,389,424,3027,1469,
ACAI,5/2/2002,0.5632,0.5313,0.5472,81,35,116,344,320,
ACAM,5/2/2002,0.7050,0.7216,0.7133,0,0,0,151,76,
ACAS,5/2/2002,0.3091,0.2639,0.2865,41,111,152,2145,994,
ACDO,5/2/2002,0.4420,0.4097,0.4258,213,65,278,2962,2756,
ACE,5/2/2002,0.3824,0.4787,0.4306,1800,2718,4518,8470,8303,
ACF,5/2/2002,0.6613,0.6786,0.6700,458,1408,1866,41304,52931,
ACI,5/2/2002,0.4203,0.4019,0.4111,0,100,100,818,511,
ACLA,5/2/2002,0.0000,0.0000,0.0000,10,0,10,70,0,
ACLS,5/2/2002,0.5671,0.5455,0.5563,3,0,3,2461,1815,
ACN,5/2/2002,0.6434,0.6156,0.6295,10,580,590,4679,12935,
ACPW,5/2/2002,0.6748,0.6761,0.6754,0,0,0,938,1745,
ACRI,5/2/2002,0.5925,0.5917,0.5921,0,0,0,1686,518,
ACRT,5/2/2002,0.8985,0.8375,0.8680,90,36,126,3873,2240,
ACS,5/2/2002,0.4005,0.3628,0.3817,190,50,240,15097,25865,
ACTL,5/2/2002,0.4334,0.4284,0.4309,3,0,3,1011,1440,
ACTU,5/2/2002,0.7142,0.7142,0.7142,0,80,80,535,757,
ACXM,5/2/2002,0.5694,0.5554,0.5624,14,0,14,1492,3349,
ADBE,5/2/2002,0.5242,0.5101,0.5172,703,833,1536,44289,27771,
ADCT,5/2/2002,1.0540,1.0449,1.0494,435,206,641,66645,14996,
ADEX,5/2/2002,0.5887,0.5853,0.5870,0,0,0,137,105,
ADI,5/2/2002,0.7241,0.6699,0.6970,531,5044,5575,38077,25823,
ADIC,5/2/2002,0.6484,0.7218,0.6851,44,10,54,2903,1661,
ADLR,5/2/2002,0.7710,0.6657,0.7184,0,0,0,2986,662,
ADM,5/2/2002,0.2403,0.2559,0.2481,148,0,148,7012,2382,
ADP,5/2/2002,0.3399,0.3444,0.3421,80,1,81,18009,10380,
ADPT,5/2/2002,0.6322,0.6936,0.6629,48,190,238,11599,6299,
ADRX,5/2/2002,0.7502,0.7139,0.7320,3832,2228,6060,91258,21583,
ADSK,5/2/2002,0.5885,0.5351,0.5618,72,13,85,6751,1002,
ADTN,5/2/2002,0.4393,0.4682,0.4538,0,10,10,3080,253,
ADVNA,5/2/2002,0.3308,0.3421,0.3365,0,0,0,355,81,
ADVNB,5/2/2002,0.2723,0.2798,0.2760,0,0,0,994,310,
ADVP,5/2/2002,0.5654,0.5282,0.5468,4264,2916,7180,10264,2735,
ADVS,5/2/2002,0.5199,0.5640,0.5419,6,50,56,3633,1618,
AEE,5/2/2002,0.1056,0.1251,0.1154,0,0,0,1384,693,
AEG,5/2/2002,0.3032,0.3091,0.3062,23,0,23,864,671,
AEIS,5/2/2002,0.6046,0.6076,0.6061,344,6,350,2222,2136,
AEM,5/2/2002,0.5401,0.4678,0.5040,713,96,809,14036,5102,
AEOS,5/2/2002,0.6873,0.5404,0.6138,63,534,597,4494,5591,
AEP,5/2/2002,0.2548,0.2643,0.2596,221,305,526,3691,4612,
AES,5/2/2002,1.0894,1.3203,1.2048,1683,393,2076,125417,78946,
