symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,5/29/2002,0.5193,0.4950,0.5072,2125,843,2968,29027,33981,
AA,5/29/2002,0.2751,0.2618,0.2684,589,200,789,50027,33171,
AAI,5/29/2002,0.7963,0.7963,0.7963,4,0,4,5069,767,
AAPL,5/29/2002,0.4224,0.4093,0.4158,1070,270,1340,112060,70086,
ABC,5/29/2002,0.2920,0.2705,0.2812,65,65,130,8495,4398,
ABF,5/29/2002,0.4038,0.4110,0.4074,0,13,13,5121,8282,
ABGX,5/29/2002,0.9767,0.9303,0.9535,46,1,47,9069,10177,
ABI,5/29/2002,0.5555,0.5250,0.5402,42,3,45,7546,4619,
ABK,5/29/2002,0.2618,0.2578,0.2598,0,10,10,719,1847,
ABMD,5/29/2002,1.0280,1.0171,1.0225,50,20,70,5347,1260,
ABN,5/29/2002,0.2306,0.2070,0.2188,0,0,0,106,93,
ABS,5/29/2002,0.3516,0.3531,0.3524,102,171,273,12870,8412,
ABT,5/29/2002,0.3221,0.3271,0.3246,2242,472,2714,83159,60702,
ABV,5/29/2002,0.3019,0.2597,0.2808,0,0,0,27,4,
ABX,5/29/2002,0.4128,0.4026,0.4077,1819,704,2523,84299,35797,
ABY,5/29/2002,0.1879,0.1879,0.1879,0,2,2,640,125,
AC,5/29/2002,0.3169,0.3122,0.3146,4,34,38,4377,1465,
ACAI,5/29/2002,0.4908,0.5005,0.4956,8,0,8,242,99,
ACAM,5/29/2002,0.7299,0.6067,0.6683,0,0,0,151,51,
ACAS,5/29/2002,0.2419,0.2538,0.2478,7,0,7,1275,622,
ACDO,5/29/2002,0.4652,0.4604,0.4628,80,21,101,3711,2130,
ACE,5/29/2002,0.3518,0.4142,0.3830,572,12,584,7148,6791,
ACF,5/29/2002,0.6299,0.6050,0.6175,631,835,1466,36067,45344,
ACI,5/29/2002,0.3241,0.3682,0.3462,4,5,9,1116,1730,
ACLA,5/29/2002,0.0000,0.0000,0.0000,0,0,0,60,0,
ACLS,5/29/2002,0.5876,0.5827,0.5852,22,0,22,2213,1425,
ACN,5/29/2002,0.4392,0.4692,0.4542,178,79,257,22243,19748,
ACPW,5/29/2002,0.7244,0.7244,0.7244,20,0,20,941,1221,
ACRI,5/29/2002,0.6816,0.7734,0.7275,20,0,20,664,360,
ACRT,5/29/2002,0.8451,0.7471,0.7961,26,98,124,4033,2480,
ACS,5/29/2002,0.3645,0.3522,0.3584,306,84,390,13337,31929,
ACTL,5/29/2002,0.3947,0.3975,0.3961,60,0,60,1574,2218,
ACTU,5/29/2002,0.6361,0.6361,0.6361,0,0,0,190,58,
ACXM,5/29/2002,0.5569,0.5062,0.5316,75,0,75,1104,2311,
ADBE,5/29/2002,0.5865,0.5861,0.5863,2761,538,3299,45986,28004,
ADCT,5/29/2002,0.8307,0.8307,0.8307,268,397,665,53333,13159,
ADEX,5/29/2002,0.6269,0.6153,0.6211,20,0,20,140,105,
ADI,5/29/2002,0.6233,0.6166,0.6200,1255,999,2254,42626,28846,
