symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,5/10/2002,0.5930,0.6295,0.6112,631,915,1546,41654,46416,
AA,5/10/2002,0.3374,0.3069,0.3222,586,238,824,73443,35024,
AAI,5/10/2002,0.7346,0.7346,0.7346,5,0,5,4990,318,
AAPL,5/10/2002,0.4454,0.5206,0.4830,927,1211,2138,114903,69574,
ABC,5/10/2002,0.3027,0.3051,0.3039,277,110,387,12049,6318,
ABF,5/10/2002,0.4870,0.4904,0.4887,834,0,834,7428,10616,
ABGX,5/10/2002,0.9155,1.0407,0.9781,58,35,93,10485,10142,
ABI,5/10/2002,0.6352,0.6433,0.6392,165,340,505,7065,4095,
ABK,5/10/2002,0.2866,0.2606,0.2736,0,303,303,1245,3070,
ABMD,5/10/2002,0.9063,0.9346,0.9204,6,0,6,5211,1496,
ABN,5/10/2002,0.2780,0.2502,0.2641,0,40,40,104,143,
ABS,5/10/2002,0.3945,0.3950,0.3948,1200,7349,8549,10669,8805,
ABT,5/10/2002,0.3147,0.3614,0.3380,8951,811,9762,102102,62506,
ABV,5/10/2002,0.3251,0.3186,0.3218,0,0,0,27,4,
ABX,5/10/2002,0.3997,0.3987,0.3992,5241,978,6219,80345,36021,
ABY,5/10/2002,0.5731,0.5731,0.5731,4,0,4,612,128,
AC,5/10/2002,0.2844,0.2722,0.2783,62,22,84,3116,1704,
ACAI,5/10/2002,0.5924,0.5779,0.5852,0,0,0,427,375,
ACAM,5/10/2002,0.6316,0.5980,0.6148,0,0,0,151,73,
ACAS,5/10/2002,0.2160,0.2138,0.2149,11,3,14,2150,1066,
ACDO,5/10/2002,0.5302,0.5217,0.5260,853,309,1162,3453,3200,
ACE,5/10/2002,0.4813,0.4751,0.4782,6,154,160,10522,12883,
ACF,5/10/2002,0.7375,0.7110,0.7243,2917,3178,6095,42339,56674,
ACI,5/10/2002,0.4236,0.4258,0.4247,0,50,50,825,716,
ACLA,5/10/2002,0.0000,0.0000,0.0000,0,0,0,60,0,
ACLS,5/10/2002,0.5697,0.6190,0.5943,21,16,37,2574,1779,
ACN,5/10/2002,0.6435,0.7271,0.6853,7,33,40,4221,12264,
ACPW,5/10/2002,0.7923,0.7923,0.7923,0,0,0,938,1745,
ACRI,5/10/2002,0.5747,0.8298,0.7022,0,0,0,1688,518,
ACRT,5/10/2002,0.9544,0.9238,0.9391,51,0,51,4016,2384,
ACS,5/10/2002,0.4048,0.4267,0.4158,1304,527,1831,15273,26105,
ACTL,5/10/2002,0.3708,0.4215,0.3962,0,5,5,1018,1434,
ACTU,5/10/2002,0.6675,0.6723,0.6699,0,0,0,527,674,
ACXM,5/10/2002,0.5696,0.5968,0.5832,3,0,3,1615,3399,
ADBE,5/10/2002,0.5763,0.5576,0.5670,1994,769,2763,45910,29042,
ADCT,5/10/2002,1.0315,1.0228,1.0272,341,5,346,67266,14713,
ADEX,5/10/2002,0.5855,0.5678,0.5766,10,0,10,137,100,
ADI,5/10/2002,0.8906,0.8304,0.8605,7464,3900,11364,40805,31317,
ADIC,5/10/2002,0.8101,0.7816,0.7958,16,0,16,3567,2194,
