symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,4/11/2002,0.4695,0.4684,0.4690,708,940,1648,42934,43098,
AA,4/11/2002,0.3754,0.3659,0.3707,759,1785,2544,91536,51613,
AAI,4/11/2002,0.6855,0.6855,0.6855,15,24,39,5785,511,
AAPL,4/11/2002,0.4626,0.3940,0.4283,4195,1324,5519,138736,89572,
ABC,4/11/2002,0.2921,0.2991,0.2956,66,45,111,9262,5261,
ABF,4/11/2002,0.6113,0.5896,0.6004,25,1714,1739,7066,12268,
ABGX,4/11/2002,0.8903,0.8719,0.8811,89,1123,1212,11890,9125,
ABI,4/11/2002,0.5597,0.5766,0.5681,102,40,142,10221,5665,
ABK,4/11/2002,0.2764,0.2910,0.2837,0,6,6,1230,2975,
ABMD,4/11/2002,0.9198,0.6876,0.8037,74,0,74,4150,1046,
ABN,4/11/2002,0.2784,0.3968,0.3376,0,0,0,751,2185,
ABS,4/11/2002,0.2326,0.2307,0.2316,256,1245,1501,8594,5062,
ABT,4/11/2002,0.3175,0.2548,0.2862,1722,436,2158,103183,61792,
ABV,4/11/2002,0.3732,0.3603,0.3668,0,0,0,2,4,
ABX,4/11/2002,0.4037,0.4267,0.4152,1016,230,1246,83284,35362,
ABY,4/11/2002,0.4460,0.4460,0.4460,39,0,39,627,409,
AC,4/11/2002,0.2329,0.3243,0.2786,146,79,225,6869,4835,
ACAI,4/11/2002,0.6284,0.5960,0.6122,0,0,0,312,347,
ACAM,4/11/2002,0.5415,0.5428,0.5421,0,0,0,155,114,
ACAS,4/11/2002,0.2346,0.2542,0.2444,1,20,21,2200,738,
ACDO,4/11/2002,0.4400,0.4071,0.4236,87,206,293,3462,2224,
ACE,4/11/2002,0.3547,0.3385,0.3466,12,20,32,8106,7648,
ACF,4/11/2002,0.6478,0.6272,0.6375,2507,1439,3946,41887,46590,
ACI,4/11/2002,0.4323,0.4181,0.4252,55,0,55,1477,1318,
ACLA,4/11/2002,0.0000,0.0000,0.0000,0,0,0,370,113,
ACLS,4/11/2002,0.5992,0.6184,0.6088,13,48,61,3231,2003,
ACN,4/11/2002,0.5799,0.5649,0.5724,190,1078,1268,8530,9797,
ACPW,4/11/2002,0.6819,0.6770,0.6794,0,0,0,1933,2574,
ACRI,4/11/2002,0.7662,0.7503,0.7582,30,0,30,1582,549,
ACRT,4/11/2002,0.9495,0.9619,0.9557,182,160,342,3551,1071,
ACS,4/11/2002,0.4263,0.3881,0.4072,69,177,246,22259,36549,
ACTL,4/11/2002,0.4532,0.4032,0.4282,15,0,15,441,1236,
ACTR,4/11/2002,0.0000,0.0000,0.0000,0,0,0,1239,162,
ACTU,4/11/2002,0.7080,0.7080,0.7080,0,0,0,719,777,
ACXM,4/11/2002,0.5793,0.5115,0.5454,483,0,483,1361,3377,
ADBE,4/11/2002,0.5411,0.4976,0.5194,848,363,1211,46578,26752,
ADCT,4/11/2002,0.9895,1.1638,1.0766,2323,13,2336,72075,90533,
