symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,3/26/2002,0.4118,0.4238,0.4178,1898,254,2152,36590,35854,
AA,3/26/2002,0.3309,0.2866,0.3088,1998,304,2302,57341,47696,
AAI,3/26/2002,0.6591,0.6587,0.6589,7,5,12,5803,506,
AAPL,3/26/2002,0.6053,0.4223,0.5138,603,1022,1625,137045,86067,
ABC,3/26/2002,0.2676,0.2814,0.2745,311,402,713,8617,4356,
ABF,3/26/2002,0.5187,0.5193,0.5190,230,100,330,5373,11391,
ABGX,3/26/2002,0.7326,0.7322,0.7324,187,108,295,9556,7399,
ABI,3/26/2002,0.5225,0.5128,0.5176,78,360,438,4777,5146,
ABK,3/26/2002,0.3456,0.3256,0.3356,25,270,295,1051,2476,
ABMD,3/26/2002,0.7396,0.7336,0.7366,5,0,5,3676,1002,
ABN,3/26/2002,0.3109,0.3037,0.3073,0,0,0,760,2165,
ABS,3/26/2002,0.2212,0.2355,0.2284,196,10,206,8537,4938,
ABT,3/26/2002,0.3045,0.2921,0.2983,2801,2146,4947,97194,53862,
ABX,3/26/2002,0.4727,0.3752,0.4240,4373,225,4598,70870,33101,
ABY,3/26/2002,0.4217,0.4217,0.4217,14,0,14,550,381,
AC,3/26/2002,0.2711,0.2706,0.2709,41,34,75,6628,4827,
ACAI,3/26/2002,0.6249,0.6219,0.6234,0,20,20,296,297,
ACAM,3/26/2002,0.5533,0.5353,0.5443,0,0,0,155,57,
ACAS,3/26/2002,0.2214,0.2500,0.2357,24,0,24,2075,729,
ACDO,3/26/2002,0.4119,0.3945,0.4032,624,173,797,2364,1541,
ACE,3/26/2002,0.3247,0.4125,0.3686,82,273,355,5205,5260,
ACF,3/26/2002,0.5547,0.5300,0.5424,813,936,1749,36958,35742,
ACI,3/26/2002,0.3542,0.3968,0.3755,121,40,161,1530,713,
ACLA,3/26/2002,0.0000,0.0000,0.0000,0,0,0,370,113,
ACLS,3/26/2002,0.6497,0.5417,0.5957,14,0,14,3186,2024,
ACN,3/26/2002,0.4503,0.4469,0.4486,136,26,162,6913,8666,
ACPW,3/26/2002,0.8179,0.8179,0.8179,2,162,164,1935,2243,
ACRI,3/26/2002,0.6822,0.5740,0.6281,0,0,0,1590,499,
ACRT,3/26/2002,0.8110,0.8857,0.8484,200,14,214,3255,993,
ACS,3/26/2002,0.3572,0.3430,0.3501,70,538,608,20137,31337,
ACTL,3/26/2002,0.4114,0.3538,0.3826,0,0,0,413,1186,
ACTR,3/26/2002,0.0000,0.0000,0.0000,0,0,0,1239,225,
ACTU,3/26/2002,0.5477,0.7501,0.6489,0,16,16,712,803,
ACXM,3/26/2002,0.4950,0.4439,0.4694,11,16,27,1411,3328,
ADBE,3/26/2002,0.4599,0.4186,0.4392,582,245,827,44176,25200,
ADCT,3/26/2002,1.0425,1.0235,1.0330,208,8,216,78054,90469,
ADEX,3/26/2002,0.4971,0.5473,0.5222,0,0,0,117,105,
ADI,3/26/2002,0.4233,0.4468,0.4350,735,1450,2185,40388,21193,
ADIC,3/26/2002,0.5594,0.5694,0.5644,59,5,64,2689,1244,
ADLAC,3/26/2002,0.7116,0.6656,0.6886,196,349,545,22918,26710,
ADLR,3/26/2002,0.8123,0.7827,0.7975,195,0,195,3353,564,
ADM,3/26/2002,0.3024,0.2611,0.2818,26,0,26,4942,1966,
ADP,3/26/2002,0.2328,0.2419,0.2374,541,295,836,20469,10064,
ADPT,3/26/2002,0.8414,0.7269,0.7842,405,211,616,8926,4922,
ADRX,3/26/2002,0.7222,0.7191,0.7206,771,660,1431,46950,32070,
ADSK,3/26/2002,0.3898,0.3836,0.3867,277,20,297,4352,1064,
ADTN,3/26/2002,0.4620,0.4291,0.4456,528,0,528,2241,298,
ADVNA,3/26/2002,0.3784,0.3442,0.3613,5,0,5,465,79,
ADVNB,3/26/2002,0.3250,0.2932,0.3091,0,1,1,579,110,
ADVP,3/26/2002,0.4126,0.3566,0.3846,438,67,505,7346,5015,
ADVS,3/26/2002,0.4272,0.4101,0.4186,72,15,87,2864,1197,
AEE,3/26/2002,0.1637,0.1697,0.1667,0,0,0,794,268,
AEG,3/26/2002,0.3422,0.3635,0.3528,0,0,0,2250,791,
AEIS,3/26/2002,0.6257,0.5556,0.5906,0,68,68,2319,2466,
AEM,3/26/2002,0.4828,0.4971,0.4900,372,160,532,12484,4529,
AEOS,3/26/2002,0.4704,0.4674,0.4689,5174,1109,6283,5999,4111,
AEP,3/26/2002,0.1718,0.1511,0.1614,27,251,278,3641,2427,
AES,3/26/2002,0.9249,0.9192,0.9220,883,12962,13845,122257,68513,
AET,3/26/2002,0.4067,0.3976,0.4022,456,105,561,49818,16673,
AETH,3/26/2002,0.7418,0.7418,0.7418,120,0,120,7479,3125,
AFC,3/26/2002,0.2562,0.2612,0.2587,15,0,15,766,401,
AFCI,3/26/2002,0.4760,0.4750,0.4755,63,20,83,12766,6646,
AFFX,3/26/2002,0.6832,0.7183,0.7008,264,53,317,12271,4934,
AFG,3/26/2002,0.3456,0.3148,0.3302,0,0,0,203,230,
AFL,3/26/2002,0.2722,0.2751,0.2736,221,112,333,13394,4613,
AG,3/26/2002,0.4093,0.4147,0.4120,1,2,3,1943,591,
AGE,3/26/2002,0.2654,0.2788,0.2721,400,1304,1704,12781,5787,
AGEN,3/26/2002,0.4866,0.5506,0.5186,14,0,14,2843,576,
AGIL,3/26/2002,1.0539,0.9460,1.0000,12,0,12,2638,2246,
AGN,3/26/2002,0.3198,0.3139,0.3168,391,256,647,12299,2559,
AGU,3/26/2002,0.2852,0.3062,0.2957,0,0,0,90,6184,
AGY,3/26/2002,0.3740,0.3869,0.3804,7,5,12,2814,669,
AH,3/26/2002,0.4313,0.3721,0.4017,70,0,70,2866,985,
AHAA,3/26/2002,0.8124,0.7379,0.7752,59,30,89,2322,1243,
AHC,3/26/2002,0.2471,0.2376,0.2424,161,46,207,8692,9457,
AHG,3/26/2002,0.3944,0.3829,0.3886,0,0,0,1048,555,
AHO,3/26/2002,0.2488,0.2750,0.2619,24,0,24,590,1245,
AHR,3/26/2002,0.3789,0.3789,0.3789,26,0,26,787,173,
AIB,3/26/2002,0.3169,0.3535,0.3352,0,0,0,398,170,
AIG,3/26/2002,0.5002,0.3171,0.4086,3227,733,3960,116736,76875,
