symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,2/8/2002,0.4915,0.5035,0.4975,452,2622,3074,33773,22922,
AA,2/8/2002,0.3594,0.3537,0.3566,1518,192,1710,36813,27763,
AAI,2/8/2002,0.8240,0.7646,0.7943,15,0,15,5659,341,
AAPL,2/8/2002,0.4710,0.4921,0.4816,2227,1508,3735,132017,66906,
ABF,2/8/2002,0.3423,0.3961,0.3692,25,0,25,6768,1667,
ABGX,2/8/2002,0.7882,0.6972,0.7427,33,67,100,5129,6774,
ABI,2/8/2002,0.6312,0.6468,0.6390,69,76,145,21391,6057,
ABK,2/8/2002,0.3090,0.3051,0.3070,0,5,5,1164,873,
ABMD,2/8/2002,0.6673,0.7171,0.6922,48,60,108,3282,2471,
ABN,2/8/2002,0.2790,0.2924,0.2857,0,0,0,735,2098,
ABS,2/8/2002,0.3132,0.3136,0.3134,168,104,272,9804,8643,
ABT,2/8/2002,0.2177,0.2226,0.2202,2211,4008,6219,87972,39099,
ABX,2/8/2002,0.3870,0.4324,0.4097,13218,2929,16147,56452,22810,
ABY,2/8/2002,0.3813,0.3988,0.3900,0,0,0,721,364,
AC,2/8/2002,0.3296,0.3474,0.3385,136,12,148,5575,5319,
ACAI,2/8/2002,0.6094,0.6086,0.6090,4,10,14,572,342,
ACAS,2/8/2002,0.4283,0.4283,0.4283,98,7,105,2094,1272,
ACDO,2/8/2002,0.5009,0.5377,0.5193,106,46,152,1773,1629,
ACF,2/8/2002,0.9670,0.9777,0.9724,736,1528,2264,28774,44212,
ACI,2/8/2002,0.4298,0.4900,0.4599,32,0,32,1080,608,
ACLA,2/8/2002,0.6931,0.6938,0.6934,0,0,0,324,103,
ACLS,2/8/2002,0.7006,0.6907,0.6956,68,0,68,3610,1780,
ACPW,2/8/2002,0.9929,0.9909,0.9919,30,0,30,1832,2611,
ACRI,2/8/2002,0.6952,0.8372,0.7662,0,0,0,1747,554,
ACS,2/8/2002,0.4577,0.4609,0.4593,776,538,1314,10626,11110,
ACTL,2/8/2002,0.4710,0.5115,0.4912,0,0,0,416,1538,
ACTN,2/8/2002,0.5982,0.6026,0.6004,83,58,141,772,1392,
ACTR,2/8/2002,1.1915,1.2200,1.2058,0,0,0,1275,438,
ACTU,2/8/2002,0.9747,0.9747,0.9747,0,710,710,1028,520,
ACXM,2/8/2002,0.6055,0.5912,0.5983,10,14,24,2859,4956,
ADBE,2/8/2002,0.5381,0.5388,0.5384,544,493,1037,39019,21961,
ADCT,2/8/2002,1.1465,1.1465,1.1465,785,191,976,98890,16599,
ADI,2/8/2002,0.7417,0.7379,0.7398,3323,8352,11675,56909,31814,
ADIC,2/8/2002,0.5469,0.5794,0.5632,196,38,234,5314,1923,
ADLAC,2/8/2002,0.7141,0.7512,0.7326,0,10,10,27749,19820,
ADM,2/8/2002,0.3544,0.3153,0.3348,2,8,10,6799,3531,
ADP,2/8/2002,0.2527,0.2624,0.2576,308,937,1245,22081,12175,
ADPT,2/8/2002,0.5494,0.5579,0.5536,98,73,171,9671,2614,
ADRX,2/8/2002,0.8073,0.8225,0.8149,3766,3018,6784,25594,14373,
ADSK,2/8/2002,0.4541,0.4689,0.4615,6,1,7,2672,431,
ADTK,2/8/2002,0.0000,0.0000,0.0000,0,0,0,189,132,
ADTN,2/8/2002,0.4996,0.5249,0.5122,26,0,26,2221,518,
ADVNA,2/8/2002,0.4962,0.5304,0.5133,0,0,0,387,111,
ADVNB,2/8/2002,0.5102,0.6403,0.5752,0,0,0,108,110,
ADVP,2/8/2002,0.4422,0.4903,0.4662,480,640,1120,16419,8516,
ADVS,2/8/2002,0.5537,0.5542,0.5539,55,16,71,1189,979,
AEE,2/8/2002,0.1690,0.2792,0.2241,4,0,4,1255,514,
AEG,2/8/2002,0.2837,0.3216,0.3026,22,0,22,2008,721,
AEIS,2/8/2002,0.7095,0.7119,0.7107,30,5,35,1593,2110,
AEM,2/8/2002,0.5306,0.5108,0.5207,1873,58,1931,13335,5580,
AEOS,2/8/2002,0.6395,0.6573,0.6484,143,19,162,5012,7236,
AEP,2/8/2002,0.1928,0.1950,0.1939,291,304,595,2808,1944,
AES,2/8/2002,0.8520,0.8508,0.8514,2347,1215,3562,35369,18617,
AET,2/8/2002,0.4122,0.4097,0.4110,7718,6240,13958,45258,30930,
AETH,2/8/2002,0.9603,0.9957,0.9780,1163,654,1817,8810,6559,
AFC,2/8/2002,0.3714,0.3396,0.3555,55,50,105,625,389,
AFCI,2/8/2002,0.6232,0.6532,0.6382,57,293,350,15670,9014,
AFFX,2/8/2002,0.9194,0.9168,0.9181,659,764,1423,17927,8971,
AFG,2/8/2002,0.3738,0.3703,0.3720,1,0,1,919,225,
AFL,2/8/2002,0.2838,0.3084,0.2961,41,22,63,15965,4931,
AG,2/8/2002,0.4306,0.4604,0.4455,18,3,21,1013,695,
AGE,2/8/2002,0.3002,0.3602,0.3302,315,120,435,15667,5876,
AGIL,2/8/2002,0.8538,0.8542,0.8540,10,70,80,3590,2502,
AGN,2/8/2002,0.3690,0.3813,0.3752,884,209,1093,10388,6404,
AGU,2/8/2002,0.3283,0.3283,0.3283,0,250,250,26,2893,
AGY,2/8/2002,0.4833,0.4914,0.4874,10,11,21,4681,4298,
AH,2/8/2002,0.4872,0.4761,0.4816,185,5,190,5826,2001,
AHAA,2/8/2002,0.8355,0.9110,0.8732,57,111,168,5552,3160,
AHC,2/8/2002,0.2818,0.2952,0.2885,357,107,464,6575,6572,
AHG,2/8/2002,0.4881,0.4872,0.4876,20,0,20,1599,2873,
AHO,2/8/2002,0.3079,0.2639,0.2859,20,15,35,495,601,
AHP,2/8/2002,0.2372,0.2791,0.2582,4077,3018,7095,68323,35961,
AHR,2/8/2002,0.3869,0.3869,0.3869,0,0,0,904,253,
AIG,2/8/2002,0.3148,0.3143,0.3146,6592,3621,10213,110364,90686,
AIR,2/8/2002,0.6535,0.6916,0.6726,0,0,0,378,132,
AJG,2/8/2002,0.2422,0.2683,0.2552,22,30,52,1237,648,
AKAM,2/8/2002,1.0518,1.1110,1.0814,621,0,621,25801,3834,
AKS,2/8/2002,0.5131,0.5864,0.5498,41,0,41,3442,4640,
AKSY,2/8/2002,0.8112,0.8864,0.8488,9,0,9,1299,7,
AKZOY,2/8/2002,0.2418,0.2093,0.2256,0,0,0,617,4,
AL,2/8/2002,0.3470,0.3728,0.3599,19,5,24,4342,701,
ALA,2/8/2002,0.5743,0.5819,0.5781,5840,0,5840,25354,16038,
ALEX,2/8/2002,0.2759,0.3502,0.3130,18,0,18,470,470,
ALGX,2/8/2002,1.5679,1.4959,1.5319,77,50,127,8482,4896,
ALK,2/8/2002,0.3685,0.3665,0.3675,10,45,55,4287,1320,
ALKS,2/8/2002,0.5412,0.5238,0.5325,10,21,31,4125,1623,
ALL,2/8/2002,0.2487,0.2901,0.2694,5318,108,5426,45472,13176,
ALN,2/8/2002,0.7853,0.9257,0.8555,0,0,0,125,101,
ALO,2/8/2002,0.4930,0.5387,0.5158,0,41,41,2969,1824,
ALOY,2/8/2002,0.7496,0.7394,0.7445,0,205,205,3247,1141,
ALSC,2/8/2002,0.6444,0.5673,0.6058,3,3,6,540,71,
ALTR,2/8/2002,0.6741,0.6714,0.6728,1154,440,1594,42530,34043,
ALXN,2/8/2002,0.6775,0.6853,0.6814,18,0,18,3562,1922,
AM,2/8/2002,0.5432,0.6212,0.5822,10,40,50,2564,2131,
AMAT,2/8/2002,0.6615,0.6679,0.6647,11148,13915,25063,209402,171759,
AMCC,2/8/2002,0.8572,0.9544,0.9058,1757,487,2244,67171,27021,
AMD,2/8/2002,0.7540,0.7489,0.7514,16037,2197,18234,182592,119747,
AMEV,2/8/2002,0.6617,0.7632,0.7124,0,0,0,812,126,
AMFI,2/8/2002,0.2516,0.3350,0.2933,0,0,0,412,115,
AMG,2/8/2002,0.3451,0.3504,0.3478,0,7,7,1353,743,
AMGN,2/8/2002,0.3369,0.3687,0.3528,5694,3486,9180,227991,134165,
AMKR,2/8/2002,0.7004,0.7007,0.7006,71,142,213,6474,7385,
AMLN,2/8/2002,0.7269,0.7815,0.7542,0,0,0,1681,594,
AMPL,2/8/2002,0.6694,0.6717,0.6706,0,0,0,606,130,
AMR,2/8/2002,0.5374,0.5259,0.5316,144,157,301,18921,15102,
AMRI,2/8/2002,0.6546,0.6739,0.6642,127,7,134,2437,647,
AMSC,2/8/2002,0.8303,0.7457,0.7880,1,0,1,449,1116,
AMSY,2/8/2002,0.4796,0.4748,0.4772,0,0,0,963,42,
AMT,2/8/2002,1.5072,1.6197,1.5634,706,2,708,26997,15808,
AMTD,2/8/2002,0.7044,0.7349,0.7196,198,10,208,12389,5518,
AMX,2/8/2002,0.4104,0.3989,0.4046,20,0,20,15213,30567,
AMZN,2/8/2002,0.8795,0.8763,0.8779,4069,4026,8095,187928,177629,
AN,2/8/2002,0.4828,0.4828,0.4828,7012,30,7042,34365,5212,
ANAD,2/8/2002,0.9353,0.8763,0.9058,10,10,20,4643,1344,
ANDW,2/8/2002,0.5480,0.5787,0.5634,22,50,72,4702,3001,
ANEN,2/8/2002,0.8113,0.9003,0.8558,6,25,31,934,416,
ANF,2/8/2002,0.5828,0.5880,0.5854,307,1284,1591,18435,5638,
ANLY,2/8/2002,1.1689,1.1777,1.1733,100,0,100,379,56,
ANN,2/8/2002,0.5129,0.5180,0.5154,178,126,304,5307,8866,
ANSR,2/8/2002,0.4250,0.4250,0.4250,50,20,70,1338,267,
AOC,2/8/2002,0.2349,0.2258,0.2304,0,0,0,6214,3472,
AOL,2/8/2002,0.4550,0.4636,0.4593,42646,12740,55386,1065609,560379,
AOT,2/8/2002,0.2573,0.3041,0.2807,0,0,0,937,712,
APA,2/8/2002,0.3631,0.3815,0.3723,551,784,1335,17619,18781,
APC,2/8/2002,0.3891,0.4055,0.3973,934,248,1182,30779,32111,
APCC,2/8/2002,0.4624,0.5052,0.4838,57,30,87,9738,3471,
APD,2/8/2002,0.2487,0.2424,0.2456,0,4,4,2665,196,
APH,2/8/2002,0.3575,0.3737,0.3656,10,1,11,3175,431,
APHT,2/8/2002,0.9703,1.0262,0.9982,140,150,290,1206,476,
APN,2/8/2002,0.7169,0.7169,0.7169,0,0,0,1059,350,
APOL,2/8/2002,0.3339,0.3673,0.3506,34,1,35,6581,2216,
APPB,2/8/2002,0.3922,0.4144,0.4033,125,274,399,6527,2924,
APWR,2/8/2002,0.5117,0.5660,0.5389,33,165,198,4809,2031,
ARBA,2/8/2002,1.1968,1.1816,1.1892,745,152,897,90046,17522,
ARDM,2/8/2002,0.4605,0.4621,0.4613,10,0,10,1902,707,
ARG,2/8/2002,0.3340,0.3707,0.3524,0,5,5,496,313,
ARIA,2/8/2002,0.7983,0.8121,0.8052,7,0,7,1782,391,
ARM,2/8/2002,0.4006,0.3904,0.3955,0,0,0,2795,1045,
ARQL,2/8/2002,0.6418,0.6672,0.6545,300,0,300,4559,1472,
ARRO,2/8/2002,0.3939,0.4185,0.4062,0,0,0,249,10,
ARTC,2/8/2002,0.5771,0.6721,0.6246,0,5,5,743,915,
ARTG,2/8/2002,1.2713,1.2713,1.2713,0,0,0,5570,937,
ARW,2/8/2002,0.4107,0.4156,0.4132,10,155,165,3924,2671,
ARXX,2/8/2002,0.9336,0.6490,0.7913,28,13,41,3938,1650,
ASA,2/8/2002,0.3986,0.4342,0.4164,947,214,1161,9103,4027,
ASBC,2/8/2002,0.2406,0.2399,0.2402,20,0,20,1300,33,
ASD,2/8/2002,0.3075,0.3099,0.3087,105,65,170,3574,1724,
ASF,2/8/2002,0.6052,0.6190,0.6121,8,0,8,1626,168,
ASFC,2/8/2002,0.2252,0.3046,0.2649,0,0,0,3906,1196,
ASH,2/8/2002,0.2059,0.2202,0.2130,0,0,0,1169,207,
ASIA,2/8/2002,0.7488,0.7508,0.7498,76,3,79,4530,799,
ASMI,2/8/2002,0.6428,0.6811,0.6620,14,110,124,2326,1579,
ASML,2/8/2002,0.6916,0.7319,0.7118,357,975,1332,8034,5698,
ASO,2/8/2002,0.2285,0.2863,0.2574,0,0,0,3288,2030,
ASPT,2/8/2002,0.0000,0.0000,0.0000,0,0,0,2239,257,
ASTE,2/8/2002,0.4586,0.5021,0.4804,0,0,0,279,105,
ASTSF,2/8/2002,0.5241,0.6015,0.5628,50,0,50,403,1401,
ASYT,2/8/2002,0.6171,0.6273,0.6222,32,0,32,3374,3345,
AT,2/8/2002,0.2443,0.2914,0.2678,96,121,217,6645,3974,
ATG,2/8/2002,0.2154,0.3534,0.2844,5,0,5,717,152,
ATMI,2/8/2002,0.5231,0.5523,0.5377,0,20,20,1694,5847,
ATML,2/8/2002,0.6940,0.8057,0.7498,552,47,599,33618,17151,
ATR,2/8/2002,0.2943,0.3152,0.3047,5,0,5,31,10,
ATRX,2/8/2002,0.6247,0.6003,0.6125,0,0,0,1887,395,
ATSN,2/8/2002,0.8024,0.9118,0.8571,400,5,405,788,96,
ATTC,2/8/2002,0.4179,0.4148,0.4164,1328,745,2073,9817,6614,
ATVI,2/8/2002,0.6126,0.6096,0.6111,38,125,163,2814,2594,
ATW,2/8/2002,0.4150,0.4248,0.4199,0,0,0,188,53,
AU,2/8/2002,0.3601,0.4549,0.4075,1016,156,1172,5952,2819,
AUDC,2/8/2002,0.9805,0.9808,0.9806,25,20,45,839,742,
AV,2/8/2002,0.8286,0.8769,0.8528,2413,2,2415,11932,10278,
AVA,2/8/2002,0.4055,0.4724,0.4390,0,0,0,283,178,
AVCI,2/8/2002,0.0000,0.0000,0.0000,0,0,0,2554,210,
AVCT,2/8/2002,0.6251,0.6311,0.6281,25,50,75,4281,3505,
AVE,2/8/2002,0.2958,0.2816,0.2887,15,0,15,1621,866,
AVGN,2/8/2002,0.8347,0.8408,0.8378,2,0,2,3400,567,
AVID,2/8/2002,0.6217,0.6562,0.6390,16,0,16,716,186,
AVL,2/8/2002,0.5299,0.6555,0.5927,0,0,0,2297,3020,
AVNT,2/8/2002,0.4940,0.5595,0.5268,13,120,133,2400,627,
AVNX,2/8/2002,1.0860,1.1011,1.0936,227,14,241,8008,3844,
AVP,2/8/2002,0.2279,0.2538,0.2408,25,450,475,9707,3671,
AVT,2/8/2002,0.4025,0.3776,0.3900,0,24,24,4312,1353,
AVX,2/8/2002,0.4776,0.4988,0.4882,11,224,235,3246,2838,
AVY,2/8/2002,0.1774,0.2254,0.2014,0,0,0,610,157,
AW,2/8/2002,0.6315,0.7277,0.6796,29,160,189,10370,8023,
AWA,2/8/2002,0.0000,0.0000,0.0000,10,3,13,1316,498,
AWE,2/8/2002,0.6925,0.6920,0.6922,4611,473,5084,139485,77775,
AWK,2/8/2002,0.0671,0.0671,0.0671,1,0,1,1126,1760,
AWRE,2/8/2002,0.9867,0.9494,0.9680,1,10,11,1377,1063,
AXA,2/8/2002,0.3912,0.4033,0.3972,182,0,182,6165,12141,
AXE,2/8/2002,0.3162,0.3609,0.3386,0,0,0,764,354,
AXP,2/8/2002,0.4040,0.3961,0.4000,2265,4291,6556,84524,52216,
AXTI,2/8/2002,0.8982,0.9523,0.9252,1,10,11,791,1216,
AYE,2/8/2002,0.2807,0.3211,0.3009,12,0,12,1035,727,
AZN,2/8/2002,0.2398,0.3073,0.2736,15,13,28,2789,4291,
AZO,2/8/2002,0.3779,0.3651,0.3715,1004,411,1415,18020,25569,
AZPN,2/8/2002,0.8591,1.0248,0.9420,10,11,21,800,306,
AZR,2/8/2002,0.4032,0.4091,0.4062,0,0,0,1208,627,
BA,2/8/2002,0.3136,0.3249,0.3193,911,810,1721,93863,63409,
BAB,2/8/2002,0.5113,0.5751,0.5432,0,150,150,756,4789,
BAC,2/8/2002,0.3068,0.3598,0.3333,3987,7484,11471,188562,144729,
BAX,2/8/2002,0.2325,0.2407,0.2366,290,131,421,27536,22557,
BBBY,2/8/2002,0.3727,0.3827,0.3777,139,63,202,22241,6630,
BBH,2/8/2002,0.3533,0.3661,0.3597,2262,15779,18041,38804,43930,
BBI,2/8/2002,0.6111,0.6027,0.6069,10,0,10,2065,1074,
BBOX,2/8/2002,0.6874,0.7152,0.7013,178,711,889,4056,2714,
BBT,2/8/2002,0.1922,0.2174,0.2048,30,0,30,5680,1097,
BBV,2/8/2002,0.3377,0.3377,0.3377,0,0,0,97,25,
BBY,2/8/2002,0.4188,0.4302,0.4245,2863,2775,5638,56014,49649,
BC,2/8/2002,0.3335,0.4046,0.3690,0,0,0,1443,1324,
BCC,2/8/2002,0.3026,0.3027,0.3026,0,0,0,1143,1650,
BCE,2/8/2002,0.2979,0.3294,0.3136,14,25,39,10865,3214,
BCF,2/8/2002,0.3848,0.3968,0.3908,0,0,0,994,394,
BCGI,2/8/2002,0.5906,0.6929,0.6418,10,10,20,1233,1334,
BCR,2/8/2002,0.3462,0.3297,0.3379,239,94,333,45322,10766,
BDH,2/8/2002,0.5132,0.5028,0.5080,0,0,0,1396,769,
BDK,2/8/2002,0.3426,0.3317,0.3372,5,2,7,3739,3080,
BDX,2/8/2002,0.2737,0.2611,0.2674,20,0,20,6884,1707,
BEAS,2/8/2002,0.9267,0.9495,0.9381,2313,827,3140,92486,47780,
BEAV,2/8/2002,0.6300,0.6641,0.6470,245,125,370,2199,1270,
BEC,2/8/2002,0.2481,0.2592,0.2536,6,0,6,2064,1005,
BELM,2/8/2002,0.6526,0.5633,0.6080,0,0,0,738,148,
BEN,2/8/2002,0.2674,0.2695,0.2684,113,60,173,6493,2154,
BFT,2/8/2002,0.5621,0.5422,0.5522,53,55,108,1791,945,
BGC,2/8/2002,0.5478,0.5732,0.5605,0,0,0,789,176,
BGEN,2/8/2002,0.4067,0.4456,0.4262,5061,2256,7317,54106,37602,
BGP,2/8/2002,0.3994,0.4169,0.4082,1,0,1,2345,2280,
BHE,2/8/2002,0.6474,0.6184,0.6329,43,1,44,652,675,
BHH,2/8/2002,0.2208,0.1525,0.1866,0,66,66,2021,207,
BHI,2/8/2002,0.4982,0.4846,0.4914,402,15,417,29582,19979,
BID,2/8/2002,0.4549,0.4724,0.4636,0,10,10,1192,445,
BIOM,2/8/2002,1.0708,1.0708,1.0708,0,0,0,1915,373,
BIX,2/8/2002,0.0000,0.0000,0.0000,0,0,0,120,11,
BJ,2/8/2002,0.4058,0.4062,0.4060,7,86,93,1733,2753,
BJS,2/8/2002,0.5771,0.5740,0.5756,834,64,898,20806,22112,
BK,2/8/2002,0.3502,0.3777,0.3640,547,74,621,28825,28042,
BKE,2/8/2002,0.3588,0.3018,0.3303,0,0,0,121,21,
BKNG,2/8/2002,0.2464,0.2555,0.2510,0,0,0,910,580,
BKS,2/8/2002,0.4617,0.4560,0.4588,56,60,116,5900,5240,
BKX,2/8/2002,0.2455,0.2777,0.2616,276,206,482,6252,5932,
BLDP,2/8/2002,0.6339,0.5987,0.6163,126,380,506,19480,15380,
BLL,2/8/2002,0.2719,0.3036,0.2877,4,30,34,4053,2988,
BLS,2/8/2002,0.3029,0.2337,0.2683,726,1063,1789,31786,14549,
BMC,2/8/2002,0.5473,0.5891,0.5682,189,58,247,26435,31869,
BMET,2/8/2002,0.3441,0.2888,0.3164,180,20,200,5501,3002,
BMS,2/8/2002,0.1954,0.2057,0.2006,12,50,62,1077,813,
BMX,2/8/2002,0.3607,0.3662,0.3635,0,100,100,58,450,
BMY,2/8/2002,0.3108,0.3302,0.3205,5936,2880,8816,82448,73948,
BNE,2/8/2002,0.3217,0.4259,0.3738,0,5,5,307,157,
BNI,2/8/2002,0.2722,0.3066,0.2894,0,0,0,39126,1742,
BOBJ,2/8/2002,0.6691,0.6959,0.6825,513,553,1066,1553,2600,
BOH,2/8/2002,0.2522,0.2881,0.2702,7,10,17,1001,152,
BOL,2/8/2002,0.3539,0.4101,0.3820,0,1866,1866,3553,2864,
BORL,2/8/2002,0.5712,0.5412,0.5562,331,20,351,10330,1968,
BOW,2/8/2002,0.2481,0.3037,0.2759,4,0,4,526,182,
BOX,2/8/2002,0.3206,0.2292,0.2749,0,0,0,0,10,
BP,2/8/2002,0.1976,0.2824,0.2400,398,61,459,36611,18126,
BPOP,2/8/2002,0.2150,0.2131,0.2140,20,0,20,472,521,
BPUR,2/8/2002,0.6256,0.8536,0.7396,23,7,30,7304,4339,
BR,2/8/2002,0.3598,0.3712,0.3655,51,33,84,17899,11432,
BRCD,2/8/2002,0.9375,0.9673,0.9524,20794,18326,39120,139300,62039,
BRCM,2/8/2002,0.8425,0.8282,0.8354,10210,15813,26023,162908,101871,
BRIO,2/8/2002,0.8578,0.8578,0.8578,0,0,0,605,34,
BRKS,2/8/2002,0.5647,0.5955,0.5801,6,36,42,2567,3828,
BRKT,2/8/2002,0.8646,0.8646,0.8646,0,0,0,74,60,
BRL,2/8/2002,0.4605,0.4608,0.4606,171,104,275,10801,14425,
BRW,2/8/2002,0.8437,0.7695,0.8066,250,1,251,16747,5171,
BSC,2/8/2002,0.3244,0.3166,0.3205,485,496,981,24908,13531,
BSTE,2/8/2002,0.6741,0.6886,0.6814,10,0,10,621,81,
BSX,2/8/2002,0.4511,0.4265,0.4388,2447,491,2938,26903,15044,
BSYS,2/8/2002,0.3548,0.3691,0.3620,25,0,25,2581,910,
BTGC,2/8/2002,0.5668,0.6300,0.5984,10,0,10,2850,1331,
BTH,2/8/2002,0.3259,0.3427,0.3343,0,0,0,387,458,
BTK,2/8/2002,0.3966,0.4017,0.3992,647,227,874,6099,6441,
