symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,3/19/2002,0.4035,0.3980,0.4008,1271,1137,2408,34428,34732,
AA,3/19/2002,0.3046,0.3067,0.3056,1577,2419,3996,54378,36648,
AAI,3/19/2002,0.5667,0.5305,0.5486,0,0,0,5772,466,
AAPL,3/19/2002,0.4697,0.4251,0.4474,3219,1277,4496,131266,84227,
ABF,3/19/2002,0.4508,0.4432,0.4470,15,2,17,3082,4832,
ABGX,3/19/2002,0.7149,0.7219,0.7184,646,766,1412,7266,6452,
ABI,3/19/2002,0.5296,0.5185,0.5240,825,95,920,4673,4798,
ABK,3/19/2002,0.3117,0.2937,0.3027,632,321,953,1040,2154,
ABMD,3/19/2002,0.7592,0.8270,0.7931,125,104,229,3552,864,
ABN,3/19/2002,0.2543,0.2813,0.2678,0,0,0,744,2105,
ABS,3/19/2002,0.2395,0.2483,0.2439,337,131,468,7432,4632,
ABT,3/19/2002,0.2278,0.2989,0.2633,4434,2460,6894,89063,49735,
ABX,3/19/2002,0.3753,0.3779,0.3766,733,201,934,60793,33791,
ABY,3/19/2002,0.3722,0.3731,0.3726,22,0,22,515,381,
AC,3/19/2002,0.2886,0.2533,0.2710,79,45,124,6569,4746,
ACAI,3/19/2002,0.6486,0.6363,0.6424,17,0,17,289,292,
ACAS,3/19/2002,0.2312,0.2163,0.2238,53,1,54,2016,723,
ACDO,3/19/2002,0.4630,0.4303,0.4466,152,46,198,2179,1460,
ACF,3/19/2002,0.7507,0.7743,0.7625,542,1425,1967,32041,31999,
ACI,3/19/2002,0.3965,0.3838,0.3902,145,58,203,1477,670,
ACLA,3/19/2002,1.0219,0.7248,0.8734,0,20,20,370,103,
ACLS,3/19/2002,0.6536,0.6136,0.6336,50,23,73,3095,1928,
ACN,3/19/2002,0.5134,0.4616,0.4875,2598,2084,4682,9904,7923,
ACPW,3/19/2002,0.7142,0.7347,0.7244,105,10,115,1854,2173,
ACRI,3/19/2002,0.6170,0.7063,0.6617,3,0,3,1140,449,
ACS,3/19/2002,0.0000,0.0000,0.0000,0,0,0,0,0,
ACTL,3/19/2002,0.3954,0.3445,0.3700,15,0,15,392,1172,
ACTR,3/19/2002,0.0000,0.0000,0.0000,0,0,0,1239,225,
ACTU,3/19/2002,0.6995,0.7328,0.7162,8,0,8,698,803,
ACXM,3/19/2002,0.4987,0.4308,0.4648,130,10,140,1340,3236,
ADBE,3/19/2002,0.4419,0.4540,0.4480,1162,876,2038,42276,25224,
ADCT,3/19/2002,0.8253,0.9920,0.9086,1499,102,1601,76640,90119,
ADEX,3/19/2002,0.5229,0.5717,0.5473,0,5,5,117,100,
ADI,3/19/2002,0.4890,0.4875,0.4882,1006,464,1470,40181,20497,
ADIC,3/19/2002,0.5744,0.5410,0.5577,34,2,36,2245,1194,
ADLAC,3/19/2002,0.6434,0.6951,0.6692,172,210,382,20303,26272,
ADM,3/19/2002,0.2807,0.2964,0.2885,301,43,344,4424,1928,
ADP,3/19/2002,0.2725,0.2676,0.2700,1303,109,1412,19684,9842,
ADPT,3/19/2002,0.6764,0.6464,0.6614,70,36,106,8740,4696,
ADRX,3/19/2002,0.7325,0.7098,0.7212,759,559,1318,46200,28499,
ADSK,3/19/2002,0.4220,0.4038,0.4129,247,25,272,3854,1088,
ADTN,3/19/2002,0.4406,0.4450,0.4428,12,45,57,2146,152,
ADVNA,3/19/2002,0.4179,0.3544,0.3862,0,0,0,465,79,
ADVNB,3/19/2002,0.3571,0.3404,0.3488,60,0,60,459,110,
ADVP,3/19/2002,0.3987,0.3511,0.3749,1452,415,1867,4972,4501,
ADVS,3/19/2002,0.4184,0.4189,0.4186,254,79,333,2349,1026,
AEE,3/19/2002,0.1617,0.1720,0.1668,20,0,20,770,270,
AEG,3/19/2002,0.2841,0.3453,0.3147,40,6,46,2048,775,
AEIS,3/19/2002,0.6723,0.5617,0.6170,175,25,200,2188,2449,
AEM,3/19/2002,0.5192,0.5323,0.5257,294,75,369,11850,4161,
AEOS,3/19/2002,0.4495,0.4217,0.4356,593,162,755,5131,3964,
AEP,3/19/2002,0.1811,0.1519,0.1665,168,35,203,3245,2229,
AES,3/19/2002,1.0363,0.9873,1.0118,10809,4249,15058,110716,54317,
AET,3/19/2002,0.3680,0.3673,0.3677,215,38,253,45383,16036,
AETH,3/19/2002,0.9469,0.9252,0.9360,69,5,74,7385,3142,
AFC,3/19/2002,0.2778,0.2753,0.2765,0,0,0,637,351,
AFCI,3/19/2002,0.4899,0.4235,0.4567,91,0,91,12257,6630,
AFFX,3/19/2002,0.6364,0.6330,0.6347,1085,367,1452,11189,4565,
