symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,6/5/2002,0.5079,0.4933,0.5006,1509,377,1886,31769,37094,
AA,6/5/2002,0.3266,0.3085,0.3176,1867,903,2770,52064,35241,
AAI,6/5/2002,0.8862,0.8862,0.8862,0,200,200,5134,767,
AAPL,6/5/2002,0.5142,0.4754,0.4948,714,2080,2794,113991,73072,
ABC,6/5/2002,0.2628,0.2667,0.2648,4091,295,4386,8736,4632,
ABF,6/5/2002,0.4119,0.3951,0.4035,12,10,22,5147,8326,
ABGX,6/5/2002,1.0340,0.8858,0.9599,151,6,157,9252,10113,
ABI,6/5/2002,0.5624,0.5798,0.5711,2,177,179,8062,5637,
ABK,6/5/2002,0.2430,0.2324,0.2377,1,36,37,749,2402,
ABMD,6/5/2002,0.9305,1.0128,0.9716,0,0,0,5379,1279,
ABN,6/5/2002,0.1997,0.2058,0.2027,0,0,0,106,83,
ABS,6/5/2002,0.3637,0.3529,0.3583,125,473,598,13638,11002,
ABT,6/5/2002,0.3744,0.3544,0.3644,5354,4330,9684,93608,62056,
ABV,6/5/2002,0.3368,0.3257,0.3312,0,0,0,27,4,
ABX,6/5/2002,0.4318,0.4443,0.4380,3496,1441,4937,87759,37210,
ABY,6/5/2002,0.2750,0.2750,0.2750,0,0,0,640,127,
AC,6/5/2002,0.3655,0.3637,0.3646,892,53,945,5287,2374,
ACAI,6/5/2002,0.5070,0.5400,0.5235,0,0,0,250,99,
ACAM,6/5/2002,0.7121,0.6598,0.6860,0,0,0,151,54,
ACAS,6/5/2002,0.1772,0.2452,0.2112,100,0,100,1380,654,
ACDO,6/5/2002,0.6037,0.4651,0.5344,4,0,4,3854,2730,
ACE,6/5/2002,0.4136,0.4334,0.4235,4,500,504,6985,6796,
ACF,6/5/2002,0.6449,0.6366,0.6408,1633,795,2428,40214,48756,
ACI,6/5/2002,0.3674,0.3497,0.3586,6,0,6,1147,1880,
ACLS,6/5/2002,0.7356,0.5478,0.6417,54,0,54,2144,1419,
