symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,6/6/2002,0.5018,0.5111,0.5065,545,495,1040,32601,37339,
AA,6/6/2002,0.3545,0.3444,0.3494,848,1144,1992,53085,35881,
AAI,6/6/2002,0.7517,0.7517,0.7517,0,0,0,5134,967,
AAPL,6/6/2002,0.4753,0.5029,0.4891,589,465,1054,114278,73425,
ABC,6/6/2002,0.2666,0.2758,0.2712,182,18,200,12609,4788,
ABF,6/6/2002,0.4117,0.4355,0.4236,703,12,715,5159,8318,
ABGX,6/6/2002,0.9548,0.9306,0.9427,80,57,137,9271,10107,
ABI,6/6/2002,0.5961,0.5729,0.5845,46,138,184,8062,5703,
ABK,6/6/2002,0.2333,0.2404,0.2368,3,12,15,749,2421,
ABMD,6/6/2002,1.0409,0.8476,0.9442,0,1,1,5379,1279,
ABN,6/6/2002,0.2421,0.2034,0.2228,0,0,0,106,83,
ABS,6/6/2002,0.3668,0.3764,0.3716,3120,781,3901,13706,11124,
ABT,6/6/2002,0.3874,0.3922,0.3898,841,713,1554,93890,64306,
ABV,6/6/2002,0.3289,0.3214,0.3252,0,0,0,27,4,
ABX,6/6/2002,0.4405,0.4109,0.4257,1942,865,2807,87605,37752,
ABY,6/6/2002,0.2699,0.2699,0.2699,0,0,0,640,127,
AC,6/6/2002,0.3906,0.3652,0.3779,490,56,546,5513,2421,
ACAI,6/6/2002,0.5192,0.5334,0.5263,5,20,25,250,99,
ACAM,6/6/2002,0.7446,0.6561,0.7004,0,0,0,151,54,
ACAS,6/6/2002,0.1915,0.3258,0.2586,20,4,24,1480,654,
ACDO,6/6/2002,0.6104,0.5063,0.5584,321,15,336,3854,2730,
ACE,6/6/2002,0.4461,0.5079,0.4770,144,100,244,6985,7046,
ACF,6/6/2002,0.6540,0.6453,0.6497,567,1193,1760,41478,48833,
ACI,6/6/2002,0.3618,0.3754,0.3686,5,0,5,1147,1905,
ACLS,6/6/2002,0.6828,0.6964,0.6896,54,0,54,2160,1419,
ACN,6/6/2002,0.5301,0.5350,0.5326,1650,860,2510,22859,20610,
ACPW,6/6/2002,0.6978,0.6998,0.6988,0,0,0,1014,1219,
ACRI,6/6/2002,0.8608,0.8311,0.8460,70,0,70,723,360,
ACRT,6/6/2002,1.2934,1.2468,1.2701,204,420,624,5409,6829,
ACS,6/6/2002,0.3796,0.3998,0.3897,63,196,259,14949,35814,
ACTL,6/6/2002,0.4590,0.4495,0.4542,20,1,21,1688,2318,
ACTU,6/6/2002,0.6066,0.6066,0.6066,0,0,0,190,58,
ACXM,6/6/2002,0.5260,0.5282,0.5271,12,0,12,1432,2501,
ADBE,6/6/2002,0.6336,0.6400,0.6368,1249,2507,3756,47715,28763,
ADCT,6/6/2002,0.9002,0.9002,0.9002,279,70,349,52501,13130,
ADEX,6/6/2002,0.7389,0.7134,0.7262,20,0,20,160,105,
ADI,6/6/2002,0.7321,0.6363,0.6842,1181,1078,2259,44424,30413,
ADIC,6/6/2002,0.9189,0.7493,0.8341,0,0,0,3059,1566,
ADLR,6/6/2002,0.7669,0.7153,0.7411,505,0,505,2958,620,
ADM,6/6/2002,0.4347,0.4115,0.4231,5,100,105,6171,2523,
ADP,6/6/2002,0.2599,0.2674,0.2637,477,210,687,16828,7392,
ADPT,6/6/2002,0.8578,0.6536,0.7557,544,273,817,12034,8671,
ADRX,6/6/2002,0.9189,0.8859,0.9024,5153,753,5906,101851,29948,
ADSK,6/6/2002,0.5769,0.5647,0.5708,10,41,51,4820,1467,
ADTK,6/6/2002,0.0000,0.0000,0.0000,0,0,0,80,14,
ADTN,6/6/2002,0.4765,0.4872,0.4818,0,200,200,2358,238,
ADVNA,6/6/2002,0.2895,0.3657,0.3276,0,0,0,320,100,
ADVNB,6/6/2002,0.3225,0.3289,0.3257,0,0,0,988,309,
ADVP,6/6/2002,0.6063,0.5807,0.5935,510,1003,1513,15731,5597,
ADVS,6/6/2002,0.6525,0.6248,0.6386,58,190,248,5055,1843,
AEE,6/6/2002,0.2195,0.2422,0.2308,0,0,0,1521,711,
AEG,6/6/2002,0.2723,0.2778,0.2750,0,0,0,885,816,
AEIS,6/6/2002,0.6542,0.6524,0.6533,9,10,19,4099,2719,
AEM,6/6/2002,0.5626,0.5228,0.5427,830,194,1024,14642,3451,
AEOS,6/6/2002,0.5396,0.5044,0.5220,130,205,335,3637,4607,
AEP,6/6/2002,0.2670,0.2605,0.2638,197,464,661,4443,4923,
AES,6/6/2002,1.3267,1.3105,1.3186,2764,8284,11048,117189,72703,
AET,6/6/2002,0.3984,0.3862,0.3923,767,33,800,48910,17477,
AETH,6/6/2002,1.1841,1.1841,1.1841,5,30,35,5659,1374,
AFC,6/6/2002,0.3342,0.3383,0.3362,250,200,450,1294,601,
AFCI,6/6/2002,0.6765,0.5815,0.6290,171,14,185,12743,8566,
AFFX,6/6/2002,0.8084,0.7660,0.7872,169,360,529,9072,6594,
AFG,6/6/2002,0.2608,0.3094,0.2851,15,0,15,289,220,
AFL,6/6/2002,0.2294,0.2969,0.2632,601,0,601,7701,3250,
AG,6/6/2002,0.4200,0.4487,0.4344,18,0,18,1771,450,
AGE,6/6/2002,0.3264,0.3519,0.3392,102,29,131,8851,7058,
AGEN,6/6/2002,0.7405,0.6311,0.6858,25,30,55,1632,539,
