symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,totalvol,calloi,putoi,comment
A,2/21/2002,0.4306,0.4155,0.4230,3696,87,3783,32137,23376,
AA,2/21/2002,0.3198,0.3286,0.3242,680,2042,2722,45051,30040,
AAI,2/21/2002,0.6936,0.6725,0.6830,0,0,0,5804,446,
AAPL,2/21/2002,0.4050,0.5290,0.4670,88,406,494,124642,65575,
ABF,2/21/2002,0.4078,0.4070,0.4074,20,10,30,2094,1280,
ABGX,2/21/2002,0.8712,0.8408,0.8560,103,96,199,5097,5124,
ABI,2/21/2002,0.6880,0.6922,0.6901,79,10,89,19854,5892,
ABK,2/21/2002,0.2871,0.2663,0.2767,0,0,0,636,1458,
ABMD,2/21/2002,0.7764,0.7670,0.7717,379,85,464,3316,2457,
ABN,2/21/2002,0.2915,0.2422,0.2668,0,0,0,714,2182,
ABS,2/21/2002,0.2844,0.2839,0.2842,143,1220,1363,7394,8463,
ABT,2/21/2002,0.2459,0.3018,0.2739,3363,2550,5913,80505,37082,
ABX,2/21/2002,0.3939,0.3896,0.3918,174,165,339,62700,30625,
ABY,2/21/2002,0.3356,0.3356,0.3356,1,0,1,701,331,
AC,2/21/2002,0.5463,0.4216,0.4840,16,0,16,5820,5142,
ACAI,2/21/2002,0.5410,0.6066,0.5738,0,16,16,382,228,
ACAS,2/21/2002,0.2272,0.1940,0.2106,1,0,1,1419,736,
ACDO,2/21/2002,0.0000,0.0000,0.0000,117,0,117,1789,1207,
ACF,2/21/2002,0.8470,0.8611,0.8540,777,43,820,21888,29462,
ACI,2/21/2002,0.4723,0.4746,0.4734,9,0,9,1150,616,
ACLA,2/21/2002,0.5960,0.6022,0.5991,0,0,0,364,83,
ACLS,2/21/2002,0.7333,0.6412,0.6872,12,40,52,2045,1667,
ACPW,2/21/2002,1.4631,1.2397,1.3514,0,0,0,1727,2056,
ACRI,2/21/2002,0.7022,1.0582,0.8802,1,0,1,653,428,
ACS,2/21/2002,0.4370,0.4436,0.4403,846,56,902,8918,7745,
ACTL,2/21/2002,0.4343,0.4148,0.4246,0,0,0,576,1408,
